"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Djibouti","DJI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2310","2400","2480","2640","2820","2830","3050","3180",
"Dominica","DMA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","740","1000","1200","1250","1260","1370","1520","1820","2200","2590","2630","2850","3010","3270","3490","3580","3820","3990","4100","4270","4270","4300","4570","4370","4790","5080","5190","5650","5920","6530","6720","6930","7140","7060","6910","7210","7030","7400","7380","7890","8240","7140","7790","8460",
"Denmark","DNK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","2870","3140","3310","3670","4310","5580","6800","8080","8960","9780","11170","13560","15090","14180","12860","11710","11520","11840","14070","17760","22130","23050","24370","25540","28700","28570","30360","32560","34770","35150","33460","33060","32580","31410","30850","34750","42640","49610","53540","55740","60390","60090","61220","61990","61650","63200","63670","60510","58040","56690","61260","63140","62710","68300","73200",
"Dominican Republic","DOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","220","240","260","230","250","250","250","280","340","380","440","520","620","720","780","840","910","1040","1150","1220","1250","1250","1310","1100","1040","940","920","910","870","1040","1350","1620","1740","1940","2160","2340","2430","2520","2660","2720","2870","2620","2540","3020","3610","4400","4730","4890","5280","5490","5730","5970","6260","6500","6780","7000","7680","7990","7170","8100","9050",
"Algeria","DZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","230","240","250","230","260","290","320","350","330","460","570","760","960","1100","1130","1360","1690","2040","2250","2310","2240","2310","2440","2620","2830","2770","2570","2390","2000","1920","1750","1640","1570","1530","1520","1560","1550","1610","1680","1740","1940","2260","2730","3130","3620","4230","4300","4490","4610","5220","5540","5510","4880","4400","3970","4010","4050","3610","3680","3900",
"East Asia & Pacific (excluding high income)","EAP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","72.4605282873823","78.6413154440099","87.0588923195704","98.4274514696321","106.369070520087","100.431089384457","97.4602734919453","109.269466306638","122.259581455634","125.649534297582","132.643816491322","160.114045050712","187.536195209762","218.506490628903","214.187706938838","227.472585862207","241.331529310111","266.505736766461","294.742396374196","311.947788315136","311.564158766063","307.389600512543","325.07303325502","347.282383977947","368.801123850727","385.440604164849","405.245310434933","407.447422496674","422.871182261961","452.926217411835","502.999475387597","545.935162836474","612.796501780758","704.904642626683","820.30841166961","888.599554292344","832.395740725079","854.604517211144","909.640553930758","980.647862556895","1061.26848989048","1205.94231463538","1418.09759926284","1632.73832027061","1889.58417322845","2267.03141868971","2761.282374924","3207.1375720098","3749.18378612852","4335.6579117238","5069.75180584318","5697.733706833","6196.04008647023","6446.37043630223","6653.04045188389","6991.72767899554","7671.06484176282","8257.47262480859","8333.60131429821","9320.1089085985","10039.7016392806",
"Early-demographic dividend","EAR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","195.725638477444","201.606397751156","215.086896027895","227.250040684473","240.044774838618","256.567601405019","306.271781327453","390.688184541592","470.807253380124","516.862347042184","530.784074382954","572.446976750922","663.98991539723","787.530670672001","881.2591287985","856.554419875501","797.349629188971","777.645703412381","774.810688638449","799.971402931017","831.244088726294","858.911695594483","827.771961477228","862.075414704916","901.884345458969","996.749650017842","1055.13422378686","1109.93027330582","1132.15012682508","1186.18242278689","1222.97427102645","1188.18674729123","1200.69670536821","1261.69826077298","1279.26485735373","1247.66404099181","1325.81469398537","1504.57073970312","1720.70600060658","1930.67680155264","2182.16585933101","2442.87003423293","2531.50994385918","2759.19788766945","2971.99838666578","3261.86396445824","3384.11210867638","3414.06354540895","3294.9758000796","3257.77312403102","3320.07742093861","3490.58991327618","3553.10156123352","3289.17195843465","3592.28199785093","3949.44553957169",
"East Asia & Pacific","EAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","143.097759435546","156.390601871136","174.712585214027","193.373537096738","212.556001230805","223.554007594367","242.64902839922","276.389772996331","308.663707386354","337.019997193213","395.821359521839","503.023079453292","610.17028773712","712.566994482028","739.131389835038","799.496494617265","944.138635214799","1146.05647904148","1301.23347211166","1354.41048494478","1304.46583406264","1266.89102145155","1307.60420821484","1400.25148728132","1606.51852870479","1955.69183233056","2498.4734189706","2692.19996667486","2800.65253040033","2905.54280607463","3108.08596218596","3371.7714485878","3660.28566757094","4137.69696441402","4366.92051752244","4232.78705007901","3702.12670422207","3660.85103715555","3869.0233655235","3955.61574962596","3908.14654126921","4090.57753131126","4600.275528514","5037.13590174093","5321.71988061511","5686.25137517391","6191.5284462017","6536.39466667127","7352.03209559284","8159.87306310065","9123.08075134734","9715.80609914127","9937.78967990127","9818.73552172846","9894.24199480478","10230.2103805593","11096.684824715","11689.7008317383","11642.0846705479","12804.1995728747","13485.4697416151",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2354.34152066138","2223.56465055593","2140.50869311922","1905.05948968907","1930.34805019565","1932.17483826522","2009.51422822737","1847.68670202293","1705.98940978729","1788.81021148075","1700.46894064004","1857.38350573837","2197.52751917922","2892.30397325541","3722.66647813167","4611.76957764384","5718.77240165525","6950.25773230269","6835.80250339614","7388.88903760525","8059.68683414905","9321.75352987516","10295.7639690664","10166.894689529","8796.37960975601","7624.40012443497","7294.70073014777","7684.5763480043","8050.32155220243","7723.39836908187","8479.42945918788","9221.17707037582",
"Europe & Central Asia","ECS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1746.63313694174","2212.49196776686","2698.33547242347","3106.73708699523","3282.81540727314","3501.1455681063","3954.00872403163","4888.83433755781","5856.38389946614","5889.75440190716","5394.33858634617","4821.55773885494","4641.64239364206","4626.5516806167","5296.86009937638","6700.5783602248","8586.45749288344","9175.48466627257","9858.46026215769","10473.3299163413","11547.8789608106","11363.6754272546","11545.2762163934","12008.3602876925","12719.6515042668","12972.9959054684","12581.1572955898","12453.5705614804","12549.9567498421","12137.7102725119","12062.8375979566","13635.4587798264","16585.5389491583","19213.9869261451","20791.7554275852","22521.7802535286","24537.106301593","24312.1094669903","24548.7753397226","25010.3773642366","25314.9868412307","26000.9695533391","26035.8323843964","24651.1523662682","23336.4428744088","22853.1756214616","24420.1724178366","25336.9827937583","24027.0732995063","26550.1232069173","28229.3422839361",
"Ecuador","ECU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","370","350","380","420","440","460","460","490","510","500","500","590","810","1080","1260","1340","1530","1780","2070","2410","2350","2070","1860","1780","1730","1600","1470","1330","1340","1450","1570","1640","1800","1950","2070","2170","2160","1780","1560","1560","1740","2130","2560","2890","3110","3310","3860","4070","4400","4880","5380","5800","6100","5980","5820","5890","6110","6100","5570","5960","6310",
"Egypt, Arab Rep.","EGY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","170","170","190","210","240","260","290","300","330","350","370","380","410","480","510","550","560","630","670","730","860","820","770","740","730","740","740","800","900","990","1090","1170","1260","1370","1380","1280","1190","1150","1160","1260","1460","1750","2010","2250","2430","2690","2870","3060","3160","3260","2940","2760","2690","3010","3520","4100",
"Euro area","EMU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2896.92271470679","3720.38320934553","4619.33527828512","5326.4895030396","5648.4715331604","6067.02266443962","6886.66830674002","8540.89479909365","10254.7727410392","10153.7561292631","9192.3391868124","8193.37234437933","7964.69866331705","7978.5113882729","9221.04148073103","11804.9952399764","15354.7269900597","16460.7513524791","17747.0834911893","18974.5755425044","21292.2728932436","20964.6294933473","21499.3643522116","22626.0978320907","23887.7082466463","23839.8019803256","22793.4971971729","22386.6915930133","22174.4427251696","21260.7750883053","20741.018474061","23336.2669460249","28345.2987614501","32450.280528111","34554.5243619904","36718.5915095822","39554.8502045375","39682.4903977303","39852.5003160889","40336.2315774734","39241.8928111262","39448.8312663012","39368.7518677206","37711.7878241562","36336.4314940977","35845.9787040803","38830.888478691","40238.3337070206","38210.5360680062","41976.1935787708","43741.9204236809",
"Eritrea","ERI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290","280","290","310","310","300","290","300","290","290","330","390","410","430","420","490","520","610","","","","","","","","","","","",
"Spain","ESP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","500","570","640","730","840","930","1010","1110","1170","1310","1590","2090","2730","3240","3430","3640","4040","5010","6210","6310","5680","4860","4580","4550","5400","7110","9410","10700","12210","13700","15610","15010","14470","14830","15560","15820","15440","15480","15790","15540","15630","18080","22130","25910","27850","29770","32250","32560","31970","31020","29540","29230","29160","28460","27570","27120","29330","30360","27130","29690","31680",
"Estonia","EST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170","4310","4620","5730","7500","9730","11500","13430","15190","14570","14580","15840","16760","18140","18880","18570","18290","18760","21180","23010","23570","26460","27640",
"Ethiopia","ETH","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","210","200","190","230","280","270","260","260","250","220","210","160","150","150","140","130","120","120","120","120","110","130","160","180","220","270","330","370","380","400","460","540","590","650","720","780","830","880","940","1020",
"European Union","EUU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2410.8661197579","3090.49902122904","3829.11810011861","4420.44872019875","4686.81972179271","5026.76636457501","5695.62179822809","7042.573777209","8427.02273954723","8338.76948571001","7541.85048879301","6709.5739691947","6515.74642410362","6526.4706783889","7548.13247245428","9650.49056683633","12509.4047012496","13404.4430714114","14437.3312655922","15427.1802819289","17304.3616707134","17039.2578816307","17513.4297570576","18493.7522074103","19616.1829665394","19658.71804741","18873.2801746973","18591.2011198469","18502.0522582724","17814.2452340634","17493.8123900323","19750.0768694056","24030.0228072764","27634.8506626174","29599.4214154876","31663.8294530508","34406.3735031305","34551.6364041927","34774.7825884585","35234.3892231601","34498.9806619944","34798.1388829933","34799.997857077","33397.7429623171","32173.355797725","31827.3294162652","34565.1174890235","35947.2126078838","34344.9339448035","37817.0967664953","39676.226426457",
"Fragile and conflict affected situations","FCS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","1050.17644637134","1164.682224775","1236.73086754041","1223.97770802037","1093.40517529297","1041.46996701906","1027.40885223882","1046.61174239039","1076.23996847267","972.219529509181","1146.83335105489","787.076894521004","731.457034479739","643.020106808924","568.625997636706","573.905541917081","603.536687104356","660.90989284435","652.970950668785","671.697944145175","711.584189767787","767.335330468966","767.128973475776","771.84643173539","921.63192090102","1068.92135721137","1284.9331577022","1541.54712542751","1856.32801963655","1966.15978391596","2121.01929759815","1991.70745102402","2162.6411516197","2226.11311887951","2278.35842161776","2015.36577230299","1847.90882905878","1740.3171406248","1744.71347424374","1820.23676596997","1712.55724459829","1754.24858354815","1805.00533000496",
"Finland","FIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1370","1470","1620","1810","1970","2060","2090","2270","2460","2690","3170","4030","5130","6320","6840","7190","7910","9540","11450","11980","11700","10840","10790","11130","13010","16480","21540","24110","26000","25100","24170","20680","20170","22030","24970","26680","25820","26050","26480","25850","25620","28800","35380","40230","42840","46190","50160","48950","49750","50260","48970","49510","49420","47180","45530","44840","48210","49940","50060","53280","54360",
"Fiji","FJI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","280","300","290","300","340","340","340","390","440","520","710","930","1120","1230","1290","1360","1640","1840","2010","1780","1570","1640","1550","1730","1690","1690","1680","1670","1680","1880","2000","2160","2410","2620","2540","2250","2300","2170","2070","2070","2290","2850","3350","3370","3560","3760","3650","3470","3590","3930","4470","4750","4840","5020","5120","5680","5610","4680","4500","5270",
"France","FRA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1560","1710","1890","2060","2230","2380","2580","2830","3040","3260","3680","4700","5810","6750","7170","7840","8860","10850","13100","13200","12050","10450","9830","9780","11350","14500","18570","19550","20710","21420","23840","23580","24380","25740","27110","26930","25820","25420","24990","23870","23150","26000","31450","35920","37880","40160","43540","44070","43970","44440","43410","43800","43340","41130","39100","38320","41170","42460","39440","44160","45860",
"Faroe Islands","FRO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49280","53610","56390","59300","60390","57780","57400","57880","62940","66380","64250","69560","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080","2070","2150","2090","1880","1890","1980","2130","2160","2170","2270","2340","2450","2450","2460","2470","2690","2780","2950","3050","3100","3100","3470","3420","3490","3450","4030","4070","3980","4130",
"Gabon","GAB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","320","400","330","350","410","430","460","520","560","610","670","890","1660","2800","4330","3900","3000","3410","4450","5120","4680","4120","4160","3730","3710","3310","4010","4420","4660","5000","4950","4280","4000","3780","3960","4130","3810","3170","2990","3300","3470","3710","4120","5260","5470","6260","6950","7210","7450","7720","8660","8920","8930","7660","6810","6280","6610","6950","6830","6440","7540",
"United Kingdom","GBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","2540","2800","3210","3920","4370","4890","5030","5240","5960","7590","9570","10680","10680","9880","9290","9180","10270","12730","16190","17420","18610","19430","21530","21400","21930","21120","22750","25490","26920","28110","29390","29010","29140","32250","37810","42700","44800","47360","48430","44170","41900","41180","41810","42800","44590","44480","43150","41740","42180","43380","38590","44790","48890",
"Georgia","GEO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","540","510","550","670","820","870","840","790","780","840","990","1210","1520","1910","2380","2820","2950","3210","3520","4150","4530","4740","4410","4080","4040","4460","4690","4260","4700","5620",
"Ghana","GHA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","200","210","230","240","240","220","220","240","270","250","290","330","310","280","290","330","360","390","380","330","290","320","330","370","400","410","380","380","400","420","400","360","360","370","380","380","390","330","290","270","310","370","450","570","770","1120","1150","1200","1340","1480","1780","1820","1870","1750","1820","2050","2150","2230","2300","2350",
"Gibraltar","GIB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","390","410","410","450","480","480","490","500","500","460","440","400","360","350","340","370","360","400","460","620","670","690","670","690","690","730","750","760","810","850","940","950","990","1180",
"Gambia, The","GMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","100","90","100","100","100","130","160","200","210","210","230","280","340","340","300","270","250","260","270","290","280","280","280","360","480","650","630","630","640","630","600","590","570","510","410","370","430","480","600","650","750","810","820","700","700","670","600","580","580","610","670","700","700","740","810",
"Guinea-Bissau","GNB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","150","160","180","190","170","150","160","170","140","180","180","180","180","190","160","170","180","210","220","250","240","220","210","220","230","230","160","160","200","240","300","320","370","420","430","450","500","550","570","620","610","620","620","620","640","660","700","780","740","760","820",
"Equatorial Guinea","GNQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","110","120","120","140","150","190","230","210","240","240","340","330","240","220","320","770","620","720","680","790","1110","1040","1490","3370","7020","10040","12330","10830","8600","9950","11980","12140","11460","9410","7180","5660","5860","5520","5100","5150","5320",
"Greece","GRC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","620","700","790","900","1000","1090","1200","1370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24570","26370","28710","29420","27610","24560","23180","22430","22010","20190","18640","17960","19080","19690","17960","20000","21740",
"Grenada","GRD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1070","1220","1250","1260","1250","1320","1490","1770","2170","2450","2610","2760","2940","3020","3000","3090","3190","3370","3520","3830","4140","4410","4310","4460","5060","5100","6310","6080","6430","6810","6270","6470","6560","6520","6840","6940","7140","7670","8020","8740","8920","7880","8500","9340",
"Greenland","GRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1890","2440","3130","3800","4330","5140","6160","7550","9270","9100","8020","7270","6740","7060","8540","11470","15170","16970","15690","16510","17440","16600","17830","19470","20780","20540","20440","19740","20290","19390","18760","20440","25730","30920","30240","34800","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","260","280","280","290","290","290","310","330","350","360","390","450","540","610","690","800","920","1080","1210","1240","1170","1110","1130","1160","1070","1020","980","980","930","970","1030","1140","1230","1360","1440","1530","1610","1650","1670","1600","1600","1670","1850","2000","2150","2370","2610","2650","2730","2910","3160","3380","3550","3700","3870","4100","4400","4620","4490","4930","5350",
"Guam","GUM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","250","280","310","320","340","330","350","360","380","390","430","540","680","670","610","620","670","760","740","590","510","470","500","520","450","460","360","390","330","390","470","570","680","840","890","870","850","870","870","870","920","1010","1070","1450","2250","3820","4160","4520","4870","5360","5630","5660","5560","5690","6000","6240","6500","8190","9410","15050",
"High income","HIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1513.425109777","1604.73029389041","1725.17126787483","1869.61894633526","2036.68087202832","2164.32504111849","2368.47241905072","2576.4007861879","2735.52181169498","2980.23145971213","3412.23998938172","4171.6972479387","4871.61651361494","5445.4448788356","5775.56333833028","6200.16336340005","7084.89055398088","8507.19787642478","9831.97942106303","10236.2155765187","9743.63742242317","9336.18116431613","9701.41043990528","10170.8431648494","11448.840362594","13695.1846258058","16647.012457408","17566.8526850823","18384.4448439962","19105.9236419527","20700.2239451566","21210.5920728435","22212.5588405155","23715.581767496","24879.9231610791","25014.3674580388","24068.9381543173","24354.7602366507","25375.681655012","25364.2901271663","25204.7709021322","27153.1161914788","30999.7928403585","34143.3041645438","35802.4990620683","37195.6768664389","38833.6614410631","38188.5882440935","39262.8791006572","40581.6294928167","41930.9666408581","42748.8085996725","42934.5529125003","41716.4205226431","40851.6440692073","41139.9682329176","44021.0652390565","45593.0139829048","43958.6276551979","48178.8699530738","51087.1321143701",
"Hong Kong SAR, China","HKG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","570","630","700","710","710","740","840","930","1060","1300","1750","2150","2450","2900","3340","3930","4700","5730","6360","6290","5890","6170","6090","7230","9080","10770","11550","12660","14320","16560","19560","21820","23570","24140","26080","25110","25800","26930","26350","25270","26340","28120","28890","30290","32070","33950","32350","33620","35690","36340","38570","40240","41180","42970","46380","50050","50480","48550","54370","54370",
"Honduras","HND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","170","180","190","200","220","230","240","250","250","260","280","310","350","370","400","450","590","810","1060","1060","1000","980","1050","1130","1240","1380","1380","1250","1080","920","910","930","860","880","860","890","900","920","1010","1040","1060","1110","1190","1270","1340","1470","1610","1650","1710","1850","1930","1970","1970","2020","2080","2200","2280","2330","2150","2460","2740",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","367.549782197561","322.781671740171","308.99933863527","307.284463512496","339.024935351295","383.93080265908","413.757577800025","406.140188618731","404.509153751478","419.390802188693","374.815560453125","352.117211069126","311.148811510977","316.292561001157","315.854182757032","330.549227031636","324.765971264904","327.604813545084","330.668288676908","329.382537571829","336.161589781134","362.070828493835","416.496197277377","470.438017033711","518.986804218546","585.915405609136","686.449847277774","743.257275942577","781.008232521622","816.818899072344","857.618131395904","912.474542995054","974.659312544182","966.959825518273","955.169893284084","964.801322649696","965.623941997282","977.436138771048","951.129233353594","999.464803500071","1066.96167946869",
"Croatia","HRV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5600","5530","5250","5300","5360","5650","6700","8570","10210","11220","12480","13970","13870","13820","13910","13420","13750","13600","13440","12830","13040","14330","15380","14670","17630","19470",
"Haiti","HTI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","250","250","250","250","260","290","330","350","390","380","420","460","400","320","260","310","370","400","410","460","550","640","740","680","680","710","800","900","1010","1150","1140","1250","1320","1410","1460","1430","1370","1360","1420","1410","1330","1440","1610",
"Hungary","HUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3660","4030","4250","4370","4400","4410","4490","4620","4790","5290","6630","8650","10380","11240","11770","13250","13410","13260","13250","13080","13520","13560","13230","13100","13180","14980","16570","16040","17780","19010",
"IBRD only","IBD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","176.987444548421","191.599404847688","200.216537172746","200.471105822706","205.627860199006","223.401514646102","241.221530398602","255.981192811768","276.908192573666","333.980228020646","414.047205349306","487.652330892751","511.026645868641","531.888550636662","578.675877623219","665.608538091694","763.590166708706","819.060392873329","803.897360187604","752.09825431274","751.711138619913","763.682631992341","805.915846161469","865.75070811735","917.461099585757","919.356411559961","968.924731533259","974.498298255543","1030.24326845777","1074.28343593743","1135.01729766657","1226.69732595284","1347.06887210662","1438.15569756685","1395.20169023059","1371.06720813759","1417.47908007128","1427.8748028104","1445.47527202283","1569.03278250955","1827.12875691171","2134.40174960579","2483.63166935231","2952.98890399235","3487.82911364997","3752.18935872847","4191.82202214841","4674.33729324927","5304.50646325391","5728.90159227068","5908.12104905038","5726.26848520863","5610.11939090412","5738.50654622303","6174.6640717384","6505.79161508042","6280.08663767447","6936.96443900164","7485.70865986895",
"IDA & IBRD total","IBT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","163.558926534851","176.6879706339","184.604040390364","185.174798093263","190.162295207309","206.374308968825","223.691397647574","236.989892805797","255.708422197575","305.238436514876","378.794938718862","445.604910621137","468.69240135956","487.719828653723","528.864352659464","607.912120697714","697.770668072522","752.55086329586","744.950137766619","702.32204500704","690.859387205515","695.737871248202","728.668401256009","779.957500136297","824.888217217591","821.956855299438","861.250246762416","865.466326903944","906.694258332495","935.361623443351","978.121019552838","1051.90703882359","1150.38079686229","1224.67159049451","1187.44264756659","1167.1847977391","1203.69604082407","1212.54614346379","1228.06023918098","1329.97294310899","1544.52181124107","1796.15294605949","2082.2333881387","2461.29429587357","2897.35533511276","3110.96613278988","3456.07830464953","3810.48582495509","4292.43562578531","4622.25245024157","4768.88600131173","4622.56091237639","4521.59583045308","4606.00762163722","4931.49265291225","5171.01663973049","4979.50218723156","5462.01995724014","5863.64242234881",
"IDA total","IDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","119.124588096009","124.189252643821","133.750008284738","150.68406265379","157.310285319282","165.920645499371","179.080930596895","225.365481222943","263.623978009269","288.103760678769","300.924013052629","319.167954869542","367.585518559854","426.952791284361","485.498908920031","516.92842855324","517.80889947373","456.898158905037","432.760512056107","428.87886897105","448.504566019656","469.648744827159","449.316484333852","450.049899171962","452.800424785481","435.542728219162","403.799315474478","377.51235780629","388.273506557025","410.555827042914","430.01478447897","424.26102735766","429.333329632719","439.721853713102","453.144620690681","471.890171810716","509.634151680534","587.160445925131","664.641804049406","757.104058437657","859.376659788637","998.43511201572","1075.75927292304","1152.31462473617","1140.3231873768","1200.69203591335","1277.16611750219","1361.03688725333","1356.34573072566","1337.66349229287","1334.77448172514","1389.00194347663","1422.10071118428","1382.49263218483","1450.674418121","1531.16112060361",
"IDA blend","IDB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","102.679818485982","109.310943054991","112.621584577694","120.449746447858","125.852944549234","125.629293577723","133.148010790237","149.705148932509","178.767420507872","188.9039724291","200.201879294841","207.219143740981","266.288271204224","304.751014971765","355.455426658707","385.205573698695","412.684048781395","477.310616205116","556.029823856143","665.348908398127","766.620892520488","818.300736112134","687.141138724888","625.370233843077","569.832409347518","558.19840599867","568.222242465621","518.926020323196","508.360475448691","489.638874622432","494.859375757764","443.360708403433","421.345023761055","429.177309553679","465.265691352874","482.618437224574","469.069179193552","473.486538079409","484.692141308686","507.390482298398","540.219819933277","584.116031391705","688.900073568451","794.753684281996","946.702289036307","1086.27210036329","1271.97182194073","1334.74074302681","1411.93640857745","1491.32599424378","1671.143448367","1827.57658644181","1971.92432492622","1949.55036320262","1855.73529057258","1754.71885147604","1807.01128167532","1830.20422389425","1751.03293874968","1827.74480328519","1913.04526896864",
"Indonesia","IDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","70","80","80","90","110","160","220","270","300","350","390","470","530","560","530","520","500","510","510","510","520","560","600","660","740","850","980","1080","1090","650","570","570","710","780","890","1070","1210","1360","1580","1920","2130","2510","2990","3550","3710","3600","3420","3400","3530","3850","4070","3900","4170","4580",
"IDA only","IDX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","369.40537811618","390.217375813497","365.621334042916","324.716245372602","311.435363196979","312.255899657936","344.212142583676","385.753103078513","414.670303049671","413.474078365721","421.705718817973","438.982639671686","405.616994323975","387.183048982609","357.145526346395","370.000361750728","383.472740628483","404.544651624682","403.631746021611","409.085663495785","418.857665271744","427.419877479945","438.944923584695","473.758757010289","537.559151412768","600.747009474104","662.877075296932","746.309674074755","861.689252687529","946.704704679961","1022.86805112272","963.832783260432","963.698606853888","999.839472194214","1053.44700849509","1058.34444700408","1078.320149534","1125.26991775268","1181.05212020769","1219.67180628006","1200.14945154163","1264.55151303553","1342.98657063666",
"Isle of Man","IMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17300","19110","21690","22280","22870","24130","28120","34540","40030","45010","47980","43660","46800","72450","74860","82390","87680","88570","83630","78710","77920","83460","84490","79300","","",
