"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Namibia","NAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","2180","2010","1830","1450","1470","1770","1870","2000","2090","2240","2390","2270","2320","2500","2530","2510","2370","2220","2210","2060","1970","2240","2850","3490","4000","4220","4330","4280","4540","5190","5800","6020","5870","5380","4810","4700","5000","5270","4650","4680","4880",
"New Caledonia","NCL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1830","2160","2520","3220","3420","3780","4000","5280","6400","6440","6580","6980","6900","7980","7940","7160","5920","5480","5510","6170","8070","13270","14540","14760","15200","16070","15880","16320","17720","18240","17810","14520","13650","13210","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","150","150","150","160","160","160","160","140","140","150","150","150","200","220","210","230","280","340","390","380","340","280","210","210","240","260","310","310","320","350","410","370","290","260","230","230","240","230","220","220","220","240","280","330","350","380","440","470","510","520","540","570","580","550","520","510","570","590","550","590","610",
"Nigeria","NGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","110","110","110","110","100","100","120","170","180","200","220","340","400","510","570","560","650","760","980","1260","1460","1130","970","790","710","680","550","560","510","510","360","310","310","380","440","440","450","460","530","630","700","860","1020","1330","1600","1950","2030","2130","2180","2450","2700","2970","2850","2440","2070","1980","2080","2060","2120","2140",
"Nicaragua","NIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","150","160","200","230","280","280","300","300","310","320","380","500","560","590","660","630","490","590","650","670","680","700","680","750","850","670","360","310","210","230","290","440","610","860","870","870","910","950","960","960","990","1080","1160","1200","1280","1390","1380","1460","1560","1660","1730","1810","1870","1930","2000","1940","1880","1760","1970","2090",
"Netherlands","NLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1220","1310","1460","1700","1840","2000","2230","2550","2830","3230","3770","4970","6240","7470","8170","8910","10240","12500","14520","13710","12090","10840","10510","10120","11450","14410","18190","19130","19900","20830","23030","23540","24850","27110","29250","29400","27830","28150","28160","26840","26390","30290","36630","41960","45270","48620","51670","52310","53430","53650","51500","51900","51600","49300","46480","46270","50540","51930","50170","55180","57430",
"Norway","NOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1610","1710","1860","2050","2240","2470","2630","2850","3130","3580","4230","5320","6750","8380","9150","9960","11110","13110","15650","16410","15750","14930","15140","15710","17550","20830","23970","25080","26500","27820","30780","30210","30850","32690","35790","37910","36110","35570","36600","38280","39930","44830","54290","64050","70300","78750","87850","88130","88940","90920","99750","104830","105070","93440","81870","76230","80970","82430","78610","83190","95510",
"Nepal","NPL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","50","50","50","50","60","70","70","70","70","70","80","80","100","110","110","110","110","120","130","150","150","140","150","160","160","170","200","200","200","200","190","190","190","200","210","210","200","210","220","230","230","250","280","300","330","370","430","480","540","630","760","840","860","870","860","970","1110","1220","1180","1230","1340",
"Nauru","NRU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9700","11400","12280","11280","11340","11100","13020","15550","16500","18010","17870",
"New Zealand","NZL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","6530","7670","8240","7860","7370","7010","6950","7860","10010","12550","13570","13640","12160","12050","12360","13400","15280","16730","17170","15790","15040","14070","13800","14170","16990","21530","25450","26390","28150","28610","29680","29670","32220","36700","39950","41690","40660","39450","38860","41680","43110","41590","45770","48460",
"OECD members","OED","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1465.9680668168","1552.47643449396","1668.17189451728","1805.29653461978","1963.91364215896","2084.26315799421","2279.19273580234","2474.15840198603","2621.87895684991","2848.60722371401","3254.35696638443","3969.4119800085","4626.22201804671","5167.27027754062","5448.07642104211","5827.28695301993","6648.90941907196","7966.0722727598","9187.06235746853","9561.1312804751","9078.93709060571","8664.05053982138","8975.66926265361","9410.24087823988","10549.1974254225","12608.521910549","15292.640717238","16126.2676325814","16877.3890856574","17512.2262656019","18966.5956865111","19454.1191887505","20356.8901528222","21634.132723628","22633.6859440394","22718.9030595075","21903.9327145927","22184.5637129096","23151.4772876241","23115.3309975028","22972.8110211731","24695.7543181427","28149.4193786121","30979.8797052013","32470.5885134628","33710.43117455","35152.9066284555","34535.5606739032","35493.0134192434","36612.9118793823","37745.3156346106","38384.5721538821","38481.5181612935","37343.9295860239","36473.6104777831","36652.6907974764","39078.743412202","40336.0597809186","38784.7978466965","42457.0644025863","44885.922969137",
"Oman","OMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","170","240","300","350","360","390","340","780","1700","3110","3070","3000","3480","4490","6210","7040","6960","7110","7270","6420","5690","5380","5760","5730","6030","6500","6280","6200","6360","6550","6820","6450","6210","6840","7600","7770","8140","9320","10670","12760","14840","18090","18920","19540","18870","22030","23030","22020","20520","18520","16570","17230","17810","17110","17950","20150",
"Other small states","OSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4109.11107202461","4603.75210671332","5585.8941481514","6716.83014681723","8126.6166359771","9543.98934665334","10907.3982595695","10752.4690378568","11302.9868802442","12297.7844888312","13586.7122070455","14625.4526695939","14780.5069939453","13729.6328165633","12589.5636902214","11910.9115419749","12656.1026041622","13305.3152568295","12234.468521834","12784.192677818","14022.1906479735",
"Pakistan","PAK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","100","110","120","130","140","150","170","180","170","150","150","160","180","200","230","270","310","340","350","330","330","330","340","350","380","380","370","370","400","410","410","440","450","440","410","410","450","470","490","520","600","680","740","790","850","880","890","950","1040","1120","1160","1190","1300","1440","1610","1570","1420","1470","1580",
"Panama","PAN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","500","530","550","590","630","670","710","770","810","890","960","1090","1230","1380","1360","1570","1810","2040","2280","2500","2660","2570","2600","2870","2940","3290","2770","2580","2660","2750","3040","3260","3440","3440","3600","3640","3710","3790","3920","3860","3970","4070","4500","4820","5130","5810","6580","6940","7290","8590","9580","10670","11220","12240","12810","13770","14750","15470","13040","14660","16750",
"Peru","PER","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","300","330","380","450","480","470","470","500","560","630","740","920","1080","1070","1020","870","910","1030","1170","1140","920","890","810","920","1230","1010","910","840","1210","1410","1550","1750","1940","2140","2270","2140","2020","1960","1880","1940","2060","2260","2520","2780","3180","3760","3940","4380","4930","5740","6360","6470","6290","6070","6030","6430","6770","6000","6420","6770",
"Philippines","PHL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","230","200","180","190","210","220","240","260","240","240","240","290","350","420","470","490","550","660","770","840","830","760","650","590","620","680","750","800","830","830","890","940","1060","1170","1330","1400","1320","1250","1180","1170","1130","1170","1290","1380","1490","1710","2000","2160","2360","2500","2840","3140","3300","3350","3410","3480","3640","3770","3350","3550","3950",
"Palau","PLW","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9100","8770","9400","10320","10790","11650","11550","10780","11040","11940","12540","12720","14020","15750","16620","16430","17410","17150","14640","12790","",
"Papua New Guinea","PNG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","130","130","140","150","170","180","200","220","250","270","300","390","490","550","530","540","640","740","820","830","760","710","710","720","760","820","950","960","890","930","980","1130","1170","1060","1040","930","780","680","600","530","490","480","540","650","790","1050","1370","1470","1670","1740","2160","2360","2810","2670","2520","2390","2400","2510","2470","2450","2730",
"Poland","POL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2080","2480","2760","3250","3840","4240","4360","4440","4670","4710","4900","5500","6260","7330","8420","9930","11940","12490","12670","12810","13090","13230","13470","13250","12660","12690","14180","15330","15300","16850","18350",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","642.362310980257","690.479189168073","732.427751444603","716.304103603333","620.73154138675","587.289342346564","575.508339934333","604.561316980905","631.857803749161","609.430767829144","764.892131023213","449.273104809346","394.34393463793","336.717743615144","291.814293005783","301.837734268651","328.448248688533","374.198849090021","379.161680630958","398.398536247316","415.447879100291","435.811824153159","456.940177089057","474.24062729432","584.416608156366","675.165185813628","815.944659169498","970.51707856691","1183.64529203784","1258.57787965409","1323.94652913467","1380.23755521011","1545.10443621943","1681.14778793994","1779.36854408836","1667.35957457377","1496.73499665786","1365.47197693916","1349.37217372844","1413.18444656861","1338.31097945988","1378.90496946855","1458.21138778101",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4750","5350","5860","6050","5950","6300","6760","7100","7370","7820","8130","8510","8690","9590","10550","10950","11250","12170","14260","14750","15030","15860","16360","16580","16920","17670","18680","19170","19280","19420","19710","20000","21010","22040","21200","22460","24560",
"Korea, Dem. People's Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3350","3420","3230","2830","2520","2530","3080","4160","5630","6320","7130","8180","9860","10100","10450","11210","12100","12370","12190","12260","12180","11850","11780","13290","16190","18600","19410","20860","22640","22990","23030","22770","21170","21380","21200","20460","19940","20060","22060","23200","21850","23880","25800",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740","1910","1910","1790","1660","1500","1470","1390","1290","1430","1620","1970","2490","3300","3720","4380","4810","5150","5960","6280","6100","5860","5800","6040","5940","5540","5740","5920",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1630","1780","1800","1550","1370","1190","1370","1640","1780","1710","1790","2040","2250","2510","2880","3210","3470","3560","3670","3900","3930","4190","4270","3700","4270","4610",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1431.90662696582","1286.6907812352","1323.63116753441","1260.77157871318","1366.89999197452","1351.64369323047","1379.43439133017","1386.41155820163","1411.42808567123","1420.00299588674","1580.67748409363","1658.43175851834","1794.68261254232","1991.53143847915","2125.3312483996","2077.91574409957","1924.48495058484","1921.80143404494","1823.80097582237","1757.1926364886","1718.11282355422","1851.72144110364","2177.28360400312","2506.17420397104","2576.52338205209","2719.08881952801","2899.98780567906","2888.99981296449","2897.35692699656","3035.17827347035","3255.72593861056","3610.10144163091","3745.48824814634","3791.07546799704","3836.19914768384","3898.56978268962","4215.21732134531","4340.92968332935","3887.62810471904","3787.57627724257","4083.75500468467",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1530.35048706884","1623.21393330909","1746.7134080839","1894.63291534669","2065.13785736801","2196.77696410253","2406.65541033527","2620.40184560723","2783.03497750606","3031.95088591572","3475.56693794421","4252.36765927608","4957.16591952706","5545.05155648416","5858.25160837772","6292.18182897956","7203.82682949296","8646.10022529466","9970.49902251049","10349.458006239","9873.57698895332","9492.80485314765","9893.02090583137","10402.779460373","11731.5994800165","14088.9400992246","17168.3261541768","18125.299989176","18952.6578298437","19655.3588363718","21288.2246916673","21799.9379667962","22833.6373686449","24388.3320471391","25578.9876189893","25704.633430868","24736.7922508672","25069.977754823","26132.3460407423","26142.7475860502","25989.6963944721","28016.7083473562","31997.8446621776","35228.1588765731","36880.5115879056","38223.453455203","39813.2973766071","39204.1267923619","40348.5569991398","41676.1854173663","42944.5184910241","43692.7113525685","43827.018975895","42589.8276971891","41791.7732137241","42194.3806380499","45143.4064562818","46732.4631267927","45062.1268236728","49409.4660195584","52456.0165763947",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","1970","2370","2280","2250","2470","2490","3110","4300","4790","5250","5530","6340","7490","8470","8480","7710","7050","7050","7170","9410","11930","13870","14290","14670","15540","20700","20380","20390","21290","22020","21050","19670","18980","18560","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25520","27950","35010","39010","51190","57400","65230","62950","68920","75540","83990","91130","89830","78040","66030","57190","59150","61790","58420","62370","70500",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6510","8800","9220","8710","9010","9200","9390","9760","9610","9460","10030","11520","12670","12710","14200","15660",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3090","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11060","13490","15190","14630","11780","9730","9210","10250","11280","10750","11820","12830",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","30","40","40","40","50","50","60","60","60","70","80","100","130","160","180","220","260","280","260","250","240","250","290","320","360","360","350","300","300","250","130","220","200","220","230","260","270","270","260","250","270","310","350","400","480","540","590","640","690","710","720","730","730","720","770","810","760","840","930",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.4809548872476","93.5345527690413","103.900928441258","108.512333077685","104.544071833583","105.704289901564","103.093030144724","110.334574505638","116.878287503225","120.90880488157","124.855640052273","140.897278167345","163.222872886251","186.202246215547","180.447819779807","183.5199258217","202.360234324749","221.100569194784","265.739456064179","291.939679988377","286.131570029921","280.031664833898","278.027883279664","287.460933747685","306.789866655764","341.552610758822","379.12928517163","376.361650178713","372.851445398001","345.625677240633","347.267928011398","332.836369877872","346.344346225092","371.346123701164","402.415893537392","410.178071184355","411.250977321063","431.141374065014","440.044026740629","449.106948421236","455.280085905338","506.662365741243","590.964750515224","678.300005967639","751.269309911149","859.232120765798","936.983144393411","1039.60131425506","1132.32583391462","1260.16892544213","1371.2547639175","1417.38694429075","1460.59328642876","1505.41776378228","1594.09359195171","1737.57694808306","1928.16664743205","2014.17442947396","1865.33609808313","2074.07618006358","2277.56689093312",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","890","960","1090","1510","2980","4230","7520","8230","8340","10540","13600","15960","13700","11280","10220","9170","9350","7890","7810","7220","7490","8370","8500","8010","7660","7710","7880","8010","7740","7350","7810","8180","8070","9200","10800","12350","13670","15080","17420","16730","17480","19750","22930","24510","24910","23430","21590","20090","21880","23180","22420","23920","27590",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","110","110","120","130","140","150","150","180","240","300","350","380","390","420","470","490","460","390","350","330","390","470","540","660","780","1070","530","380","320","410","410","410","360","350","350","390","440","540","640","790","960","1200","1410","1430","1430","1640","1700","1720","1880","1950","2190","2430","1390","940","630","650","760",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","330","300","320","310","340","360","440","550","590","580","570","700","820","820","750","590","550","550","640","820","950","940","920","930","980","940","770","740","710","710","700","690","670","660","630","730","880","1000","1040","1110","1260","1340","1350","1320","1330","1360","1390","1330","1300","1300","1420","1460","1460","1560","1640",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25610","27730","24010","23360","23680","22130","22000","23440","26170","28830","32550","36010","37230","37320","44930","48250","51710","54470","56380","53160","53290","54920","56560","58910","55260","63000","67200",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","750","700","660","600","560","580","580","570","610","640","770","820","960","1150","1260","1250","1180","1110","940","890","800","880","990","1140","1180","1250","1360","1430","1580","1690","1840","2130","2160","2100","2110","2150","2320","2390","2340","2290","2220",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","160","190","220","250","220","210","240","310","370","360","360","300","300","240","180","180","180","210","190","170","130","160","160","180","200","190","170","150","140","150","200","260","270","290","260","370","420","440","420","440","460","650","680","550","540","520","510","520","490","510","510",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","310","320","330","350","390","440","490","540","620","720","790","750","760","720","690","710","730","760","820","860","850","880","910","1030","1140","1260","1450","1560","1660","1720","1790","1880","1930","1990","2110","2270","2420","2590","2710","2900","2850","2910","3100","3250","3390","3450","3490","3570","3670","3900","4090","3780","4360","4720",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39740","42250","44390","41450","47120","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","80","80","80","90","90","100","120","120","170","180","170","140","110","110","120","120","110","110","120","130","140","150","150","140","","","","","","","","","","","","","","","","","","","","","","","","","400","400","380","390","410","410","430","470",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990","2990","2610","1610","1540","1520","2390","3250","3790","4130","4830","6030","6450","6220","6190","6080","6460","6240","5960","5700","5570","6410","7040","7440","8460","9140",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","123.942882586568","130.941852135876","136.85239747433","145.502721481249","151.340605286609","155.859341032911","162.864194511181","176.363947153904","198.207020574643","211.026933567835","224.89863289578","261.424118934584","339.722442095091","394.635969739866","419.599285799124","430.252014684621","453.908958877273","530.003468119454","634.417927578397","729.685960626528","761.43301403868","747.898931659803","660.838655315147","593.2189158848","563.925829640114","593.823454672064","651.916017674396","649.128043892942","650.424945537365","668.767982385816","645.927463010184","610.304303680624","577.439320382587","594.187538268823","610.161027921437","627.889601920679","590.367908935211","580.581326087877","574.163245530836","567.644903968298","577.171290602467","632.426969621975","768.919977971525","942.251758866341","1092.72047967594","1226.76951786519","1376.79311244553","1418.16531293331","1486.5895512061","1581.81841881803","1716.42955085434","1800.98186468706","1859.45622184864","1752.47074706211","1587.31358026554","1502.35082695748","1516.19140208287","1569.16420468566","1499.35366959956","1568.18695007949","1637.22735819072",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","770","800","1090","1170","1040","","","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","123.965505823474","130.967247384911","136.879288238957","145.526112731056","151.370366190051","155.884685986966","162.88699152853","176.379038627753","198.218617996458","211.046875125417","224.929305936172","261.472151822122","339.776084164615","394.691635721056","419.655166144187","430.295885060999","454.002019852598","530.18264100448","634.634883781363","729.928154590903","761.657439233432","748.097447815235","661.059810827608","593.493155809782","564.243252397095","594.21782480632","652.407672984319","649.692469069134","651.052941037308","669.409360085406","646.672660064006","611.113163365649","578.26089532327","594.998704111342","611.026957131838","628.80456740289","591.229555980392","581.45270215291","575.055806834131","568.509045782346","577.974623967899","633.270456937178","769.929915206549","943.435149780815","1094.04504202912","1227.99823542132","1377.85480249124","1419.07243425913","1487.47450512018","1582.74305618894","1717.3902446293","1801.97282602261","1860.50897182273","1753.59499389255","1588.44066133383","1503.48800585644","1517.40551258744","1570.43291196392","1500.37570973492","1569.16344946613","1638.27719510139",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4187.05255132031","4649.38614102814","5511.71947991025","6467.41280706953","7649.09647275161","8844.7932888872","10046.6533482958","9871.99274114554","10310.1255197614","11035.6207784001","12189.1000605419","13088.1430643767","13250.0833031027","12462.6284763383","11502.7547987027","10990.2626009575","11623.1103250138","12192.7380946952","11146.8003640005","11704.2561723542","12943.6150942958",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","690","800","910","940","990","1040","1120","1170","1220","1420","1620","1640","1680","1690","1860","1960","2100","2260","2410",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","240","260","380","460","510","520","530","560","580","640","710","890","1210","1300","1520","1810","2070","2200","2530","2400","2210","2230","2260","2340","2420","2890","2170","1400","1130","1040","990","1120","1350","1640","1840","2050","1930","1940","1630","1870","2130","2730","3210","3910","4890","6130","6740","7380","7680","8290","8690","8990","8640","6740","5770","5790","6020","4500","4410","4880",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","5020","5420","5430","5380","5540","5730","6040","6980","9060","11370","12950","14940","17290","17150","17620","17590","17830","18270","18340","17760","16840","16670","18400","19200","19180","20640","22060",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21800","24660","24450","24620","24630","23260","23240","23620","22270","21790","22140","24650","26040","25400","28280","30600",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31390","31110","31300","31610","29720","29090","32750","39790","45770","49150","52310","55720","52640","54630","56700","59090","61800","61870","58440","54390","53050","55700","56470","54830","60210","62990",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","290","360","460","","","","","","","","","","","","","","","","1250","1290","1470","1470","1490","1770","1870","1900","1690","1690","1630","1660","1520","1640","2080","2970","3170","3350","3240","3210","3350","3740","4190","4290","4020","3700","3370","3310","3550","3640","3360","3640","3800",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27540","28670","29560","30890","28210","27510","31030","27420","31500","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2150","2460","2460","2340","2380","2640","2930","3440","4250","4820","5370","5550","6400","6850","6900","6910","7430","7940","7520","7630","7920","7860","7330","8000","9870","11850","13380","12890","11520","10310","10160","11150","11830","12330","13170","13890","13920","14130","15220","16140","13450","13190","14340",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4100","4390","4660","5090","5750","6330","7000","7670","8630","9660","10330","5440","2650","1280","1080","910","760","730","820","980","760","","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22050","23420","24990","24850","26420","26960","20270","23000","24160",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","250","220","250","240","210","190","180","210","210","220","270","280","270","300","330","250","230","210","200","210","220","200","180","190","200","220","340","470","540","640","700","840","910","890","960","970","970","880","730","640","670","690","660","660","690",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","73.3540880957691","79.6095869779452","88.1313355393087","99.6402657183635","107.67736931339","101.669131540966","98.6646100373277","110.619848822377","123.769582532363","127.198831790872","134.279667481288","162.087135928971","189.840791199411","221.186474159193","216.810090689777","230.252151400907","244.27339676513","269.747640126237","298.323409356349","315.732925183168","315.334336219581","311.099666213089","328.990975779048","351.461813999718","373.230099842772","390.055747356892","410.08323361914","412.300638522304","427.900425697249","458.311607490732","508.986855938454","552.446360286413","620.119830367449","713.326454537549","830.083868033091","899.155252896673","842.249993781886","864.688699671308","920.338535838537","992.140236638053","1073.65637246251","1219.9805062641","1434.58389909631","1651.68321624907","1911.45372754548","2293.19222438226","2793.04433523978","3243.91474088031","3792.03467102701","4385.00669003104","5127.17492086428","5761.99833587956","6265.68686723459","6518.63178723515","6727.42474319803","7069.66433746565","7756.4105437347","8349.23963810511","8426.17888753136","9423.71469516608","10151.4449236509",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2308.44187407541","2182.94884741103","2147.08116143365","1974.72542976382","2054.91400820855","2121.15609230823","2223.04562758167","2094.81353503575","1979.89474127049","2074.07385820148","2004.46676306772","2167.05758065895","2535.06260924156","3247.14049013926","4110.1770552355","5023.82395337857","6190.93317434541","7540.0075097683","7505.82338718523","7967.35845846519","8567.14983946544","9676.92521042268","10537.3967139232","10459.6062779933","9247.42246940687","8170.40143399609","7910.72151791592","8442.43065530906","8908.83286674971","8613.76448910661","9476.12897276866","10322.4745315433",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","130","140","160","160","170","180","170","170","190","220","290","340","350","380","430","450","550","510","420","330","310","310","340","410","520","530","530","530","550","450","420","410","420","470","430","420","410","390","400","470","520","540","550","560","630","710","740","800","790","830","850","850","810","790","860","880","880","940","990",
