;data;precipitacao_total;temp_max;temp_min;humid_media;temp_media
3054;2014-06-18;0,19;14,47;8,62;76,84;11,55
3055;2014-06-19;0,39;13,23;2,51;77,39;7,87
3056;2014-06-20;0,1;15,72;1,97;80,12;8,84
3057;2014-06-21;0,16;17,69;4,64;82,87;11,16
3058;2014-06-22;0,25;18,01;7,66;82,98;12,83
3059;2014-06-23;12,89;19,12;11,61;89,36;15,37
3060;2014-06-24;5,86;20,68;13,96;90,24;17,32
3061;2014-06-25;26,71;18,63;15,2;92,39;16,92
3062;2014-06-26;18,83;17,38;14,79;93,48;16,08
3063;2014-06-27;11,9;16,28;14,62;93,27;15,45
3064;2014-06-28;18,02;16,07;14,2;92,54;15,13
3065;2014-06-29;27,41;15,99;12,68;90,19;14,34
3066;2014-06-30;12,04;13,7;10,42;90,71;12,06
3067;2014-07-01;2,47;15,01;8,22;86,26;11,61
3068;2014-07-02;0,12;18,8;6,49;80,54;12,64
3069;2014-07-03;5,3;21,83;10,23;87,09;16,03
3070;2014-07-04;15,4;23,81;15,8;84,51;19,8
3071;2014-07-05;4,83;25,64;16,84;74,99;21,24
3072;2014-07-06;12,99;21,87;14,07;83,03;17,97
3073;2014-07-07;3,67;15,66;6,09;75,29;10,88
3074;2014-07-08;0,05;17,08;5,51;77,9;11,29
3075;2014-07-09;0,05;18,51;8,45;84,95;13,48
3076;2014-07-10;0,52;18,03;11,36;87,15;14,69
3077;2014-07-11;1,22;19,72;11,52;83,28;15,62
3078;2014-07-12;0,06;20,15;11,31;82,44;15,73
3079;2014-07-13;0,29;22,18;13,0;79,91;17,59
3080;2014-07-14;0,95;23,19;13,99;78,73;18,59
3081;2014-07-15;0,02;22,85;14,31;75,96;18,58
3082;2014-07-16;1,77;23,96;14,35;79,82;19,15
3083;2014-07-17;2,97;19,64;15,44;88,6;17,54
3084;2014-07-18;23,44;16,73;10,06;82,21;13,4
3085;2014-07-19;0,69;17,17;6,22;78,59;11,69
3086;2014-07-20;0,12;19,6;6,65;75,66;13,13
3087;2014-07-21;0,07;21,69;8,67;73,39;15,18
3088;2014-07-22;0,3;23,15;10,52;71,87;16,84
3089;2014-07-23;23,57;19,39;14,14;88,82;16,76
3090;2014-07-24;43,67;15,73;10,4;90,04;13,06
3091;2014-07-25;7,4;12,34;3,67;77,85;8,01
3092;2014-07-26;0,06;13,72;2,93;77,77;8,32
3093;2014-07-27;0,07;15,32;3,09;75,22;9,2
3094;2014-07-28;0,03;17,98;5,53;77,38;11,76
3095;2014-07-29;0,02;20,95;9,75;79,72;15,35
3096;2014-07-30;3,52;19,14;13,46;85,7;16,3
3097;2014-07-31;2,3;21,84;13,84;86,88;17,84
3098;2014-08-01;2,62;23,25;15,16;86,31;19,2
3099;2014-08-02;13,13;25,45;14,1;81,23;19,78
3100;2014-08-03;1,02;27,86;16,63;66,53;22,25
3101;2014-08-04;6,38;22,09;13,08;76,46;17,59
3102;2014-08-05;3,75;17,58;4,83;70,33;11,2
3103;2014-08-06;0,02;24,01;7,74;63,62;15,88
3104;2014-08-07;2,32;21,43;13,17;76,75;17,3
3105;2014-08-08;2,91;16,21;6,82;75,06;11,52
3106;2014-08-09;0,06;17,86;6,09;81,76;11,98
3107;2014-08-10;2,28;23,19;10,38;84,92;16,78
3108;2014-08-11;2,8;21,09;13,46;81,24;17,27
3109;2014-08-12;4,67;17,99;11,84;84,57;14,92
3110;2014-08-13;3,18;13,04;4,67;62,79;8,85
3111;2014-08-14;0,03;16,23;1,16;61,11;8,7
3112;2014-08-15;0,01;18,5;4,27;73,15;11,38
3113;2014-08-16;8,5;19,92;9,1;85,81;14,51
3114;2014-08-17;1,34;21,32;12,73;86,88;17,02
3115;2014-08-18;0,21;21,82;11,92;85,31;16,87
3116;2014-08-19;0,16;24,44;11,42;80,18;17,93
3117;2014-08-20;0,13;23,62;12,04;80,6;17,83
3118;2014-08-21;0,1;26,22;12,66;71,46;19,44
3119;2014-08-22;0,04;27,73;12,73;67,85;20,23
3120;2014-08-23;0,09;27,75;15,97;68,97;21,86
3121;2014-08-24;0,34;30,26;18,14;58,63;24,2
3122;2014-08-25;1,12;24,79;13,48;73,12;19,13
3123;2014-08-26;3,82;14,28;7,46;68,85;10,87
3124;2014-08-27;0,04;14,69;3,94;67,91;9,31
3125;2014-08-28;0,02;16,63;3,45;70,93;10,04
3126;2014-08-29;0,01;20,9;5,64;73,35;13,27
3127;2014-08-30;0,02;24,45;9,59;75,25;17,02
3128;2014-08-31;23,61;23,09;14,08;85,23;18,58
3129;2014-09-01;1,22;22,68;12,84;80,71;17,76
3130;2014-09-02;3,93;18,16;13,08;88,99;15,62
3131;2014-09-03;24,14;21,02;12,82;85,78;16,92
3132;2014-09-04;0,28;20,45;12,96;78,48;16,7
3133;2014-09-05;5,19;19,91;14,24;79,74;17,08
3134;2014-09-06;5,39;21,46;14,25;84,39;17,86
3135;2014-09-07;25,24;21,43;12,5;82,01;16,97
3136;2014-09-08;0,28;25,94;13,64;80,86;19,79
3137;2014-09-09;0,04;29,93;16,28;69,88;23,11
3138;2014-09-10;9,71;26,05;16,19;74,18;21,12
3139;2014-09-11;23,56;17,29;10,73;83,21;14,01
3140;2014-09-12;13,18;20,01;10,95;86,88;15,48
3141;2014-09-13;3,12;26,51;13,6;81,0;20,05
3142;2014-09-14;1,44;26,48;16,38;77,15;21,43
3143;2014-09-15;15,52;20,78;15,6;86,96;18,19
3144;2014-09-16;2,75;20,0;9,62;76,3;14,81
3145;2014-09-17;0,03;21,12;9,6;77,32;15,36
3146;2014-09-18;0,09;19,36;13,44;86,71;16,4
3147;2014-09-19;5,32;21,75;15,22;89,02;18,49
3148;2014-09-20;3,49;22,64;15,39;81,04;19,01
3149;2014-09-21;0,18;19,11;10,68;75,56;14,9
3150;2014-09-22;0,28;22,33;8,89;72,76;15,61
3151;2014-09-23;0,0;26,64;12,33;68,77;19,48
3152;2014-09-24;10,58;22,18;15,48;81,86;18,83
3153;2014-09-25;0,12;24,89;13,22;81,37;19,05
3154;2014-09-26;17,6;22,73;15,74;81,94;19,23
3155;2014-09-27;0,85;20,46;10,81;76,47;15,63
3156;2014-09-28;0,71;21,45;14,03;85,59;17,74
3157;2014-09-29;36,46;21,89;16,98;90,36;19,44
3158;2014-09-30;15,7;19,48;16,3;92,56;17,89
3159;2014-10-01;20,42;21,53;15,3;83,04;18,42
3160;2014-10-02;0,14;21,26;10,5;73,27;15,88
3161;2014-10-03;0,0;20,79;11,65;70,09;16,22
3162;2014-10-04;0,01;21,82;12,82;68,04;17,32
3163;2014-10-05;0,71;22,03;14,02;69,65;18,03
3164;2014-10-06;11,96;19,78;14,09;82,41;16,94
3165;2014-10-07;4,69;25,32;14,69;79,09;20,01
3166;2014-10-08;0,03;28,38;15,38;74,85;21,88
3167;2014-10-09;1,12;27,03;17,97;73,12;22,5
3168;2014-10-10;4,38;28,39;17,79;72,62;23,09
3169;2014-10-11;6,52;21,78;14,08;86,51;17,93
3170;2014-10-12;7,14;25,7;15,47;84,48;20,58
3171;2014-10-13;2,19;22,29;16,55;88,95;19,42
3172;2014-10-14;14,48;24,44;15,49;83,04;19,96
3173;2014-10-15;0,13;28,61;15,67;76,76;22,14
3174;2014-10-16;5,32;27,8;19,37;77,63;23,58
3175;2014-10-17;25,76;22,77;18,23;84,57;20,5
3176;2014-10-18;17,03;24,43;17,2;83,82;20,82
3177;2014-10-19;30,9;23,28;16,97;85,72;20,12
3178;2014-10-20;3,17;24,14;12,96;67,79;18,55
3179;2014-10-21;0,2;24,35;11,74;67,5;18,05
3180;2014-10-22;0,05;26,82;13,05;67,15;19,93
3181;2014-10-23;0,05;28,37;14,3;67,18;21,34
3182;2014-10-24;0,01;28,56;15,99;69,89;22,27
3183;2014-10-25;0,01;28,35;16,77;74,03;22,56
3184;2014-10-26;0,02;29,6;17,57;73,66;23,58
3185;2014-10-27;0,02;31,37;18,2;69,96;24,79
3186;2014-10-28;0,02;33,32;19,85;63,82;26,58
3187;2014-10-29;0,03;33,15;20,58;60,88;26,87
3188;2014-10-30;25,21;27,63;17,39;82,66;22,51
3189;2014-10-31;6,78;27,05;16,83;82,84;21,94
3190;2014-11-01;0,89;23,98;19,1;88,79;21,54
3191;2014-11-02;6,16;24,1;18,61;86,73;21,35
3192;2014-11-03;4,91;28,28;18,79;83,34;23,53
3193;2014-11-04;23,96;23,84;17,39;80,88;20,61
3194;2014-11-05;1,69;24,19;12,05;70,44;18,12
3195;2014-11-06;0,07;26,07;14,97;80,89;20,52
3196;2014-11-07;15,29;26,39;18,1;83,71;22,25
3197;2014-11-08;3,95;28,46;16,01;68,97;22,23
3198;2014-11-09;0,03;29,36;15,63;59,48;22,5
3199;2014-11-10;0,01;30,27;16,35;57,41;23,31
3200;2014-11-11;0,01;26,73;17,45;69,25;22,09
3201;2014-11-12;4,22;24,24;18,13;83,0;21,19
3202;2014-11-13;5,74;23,27;15,19;75,5;19,23
3203;2014-11-14;0,48;23,9;12,03;64,91;17,96
3204;2014-11-15;0,01;26,81;11,99;59,01;19,4
3205;2014-11-16;0,02;29,24;13,72;56,16;21,48
3206;2014-11-17;0,0;28,97;15,53;57,48;22,25
3207;2014-11-18;0,02;30,14;16,25;54,9;23,19
3208;2014-11-19;0,0;30,56;17,5;60,96;24,03
3209;2014-11-20;2,01;30,13;18,3;71,25;24,22
3210;2014-11-21;1,52;28,95;19,18;78,91;24,07
3211;2014-11-22;9,33;25,42;17,72;74,06;21,57
3212;2014-11-23;0,09;27,31;13,06;61,99;20,19
3213;2014-11-24;0,0;32,13;15,48;60,39;23,81
3214;2014-11-25;15,68;27,37;19,03;78,64;23,2
3215;2014-11-26;2,19;28,18;18,41;76,99;23,29
3216;2014-11-27;0,17;28,55;17,51;70,87;23,03
3217;2014-11-28;0,03;29,39;16,35;66,57;22,87
3218;2014-11-29;0,01;31,88;18,62;64,38;25,25
3219;2014-11-30;0,0;31,12;21,15;67,43;26,14
3220;2014-12-01;13,97;27,52;20,31;82,64;23,92
3221;2014-12-02;11,56;27,38;20,6;87,04;23,99
3222;2014-12-03;14,47;25,5;18,04;75,23;21,77
3223;2014-12-04;0,34;27,81;14,21;63,66;21,01
3224;2014-12-05;0,07;29,34;15,43;62,25;22,39
3225;2014-12-06;0,02;30,46;16,18;54,5;23,32
3226;2014-12-07;0,01;33,38;18,45;59,56;25,91
3227;2014-12-08;0,0;33,28;21,17;67,03;27,23
3228;2014-12-09;7,27;30,29;20,15;77,42;25,22
3229;2014-12-10;8,95;29,55;19,98;80,2;24,77
3230;2014-12-11;5,96;26,18;19,8;82,74;22,99
3231;2014-12-12;4,76;27,05;19,08;83,27;23,07
3232;2014-12-13;6,63;27,39;18,98;79,93;23,18
3233;2014-12-14;3,22;26,66;15,53;68,66;21,09
3234;2014-12-15;0,02;27,78;15,32;66,76;21,55
3235;2014-12-16;0,61;25,28;18,72;78,64;22,0
3236;2014-12-17;14,22;26,16;19,14;83,3;22,65
3237;2014-12-18;1,07;28,71;18,88;74,05;23,79
3238;2014-12-19;0,64;30,08;17,11;64,84;23,6
3239;2014-12-20;0,37;32,79;18,86;71,96;25,82
3240;2014-12-21;40,81;24,87;18,58;90,35;21,72
3241;2014-12-22;19,15;23,65;15,71;75,52;19,68
3242;2014-12-23;0,39;23,85;13,19;64,85;18,52
3243;2014-12-24;0,01;26,65;13,86;67,4;20,26
3244;2014-12-25;0,0;29,39;17,62;71,5;23,51
3245;2014-12-26;0,22;29,08;20,94;82,67;25,01
3246;2014-12-27;33,82;26,85;20,06;85,92;23,46
3247;2014-12-28;4,84;26,22;20,64;87,58;23,43
3248;2014-12-29;6,62;29,55;18,86;80,07;24,2
3249;2014-12-30;3,09;27,05;20,35;85,38;23,7
3250;2014-12-31;7,64;28,52;20,09;84,34;24,3
3251;2015-01-01;13,55;26,41;20,86;86,64;23,64
3252;2015-01-02;35,92;24,27;16,71;79,87;20,49
3253;2015-01-03;0,34;27,39;15,04;69,71;21,22
3254;2015-01-04;0,02;29,59;16,77;66,03;23,18
3255;2015-01-05;0,01;30,81;18,18;69,23;24,49
3256;2015-01-06;3,57;32,75;21,22;72,73;26,98
3257;2015-01-07;6,58;29,23;21,86;82,8;25,55
3258;2015-01-08;16,27;28,19;20,83;88,14;24,51
3259;2015-01-09;10,01;31,14;21,16;84,3;26,15
3260;2015-01-10;11,37;31,12;21,16;82,38;26,14
3261;2015-01-11;6,93;30,08;20,67;81,67;25,38
3262;2015-01-12;3,98;31,78;20,97;77,96;26,37
3263;2015-01-13;1,01;32,69;21,85;74,97;27,27
3264;2015-01-14;13,73;29,11;20,62;84,8;24,87
3265;2015-01-15;11,05;26,95;20,24;84,11;23,59
3266;2015-01-16;3,56;28,56;19,93;83,13;24,24
3267;2015-01-17;6,4;29,19;21,01;84,54;25,1
3268;2015-01-18;5,79;29,06;20,0;82,48;24,53
3269;2015-01-19;2,19;31,76;20,41;76,82;26,09
3270;2015-01-20;10,25;26,76;20,15;86,0;23,45
3271;2015-01-21;10,55;25,88;17,25;77,6;21,56
3272;2015-01-22;1,78;26,84;16,21;71,05;21,52
3273;2015-01-23;0,02;28,39;17,45;71,57;22,92
3274;2015-01-24;0,06;29,83;18,7;75,49;24,26
3275;2015-01-25;6,72;30,25;18,62;76,94;24,43
3276;2015-01-26;1,37;31,19;20,06;76,24;25,63
3277;2015-01-27;1,18;32,21;21,58;78,27;26,9
3278;2015-01-28;4,46;30,72;21,29;82,79;26,01
3279;2015-01-29;19,02;25,76;20,02;84,29;22,89
3280;2015-01-30;4,76;25,1;14,81;75,29;19,95
3281;2015-01-31;0,07;27,19;16,93;76,58;22,06
3282;2015-02-01;0,82;29,58;19,01;79,78;24,3
3283;2015-02-02;2,26;31,16;19,91;77,67;25,53
3284;2015-02-03;0,65;30,08;20,18;80,04;25,13
3285;2015-02-04;5,42;27,25;20,04;83,23;23,65
3286;2015-02-05;8,84;28,32;19,0;78,75;23,66
3287;2015-02-06;2,81;28,05;18,22;77,0;23,13
3288;2015-02-07;0,37;27,84;16,54;73,17;22,19
3289;2015-02-08;0,08;29,87;16,15;70,8;23,01
3290;2015-02-09;0,05;31,15;19,17;72,99;25,16
3291;2015-02-10;3,03;30,92;20,35;79,23;25,64
3292;2015-02-11;11,83;27,39;20,38;86,72;23,88
3293;2015-02-12;4,01;30,1;20,31;81,52;25,2
3294;2015-02-13;1,53;29,75;20,38;76,69;25,07
3295;2015-02-14;1,81;28,02;18,7;76,51;23,36
3296;2015-02-15;1,12;27,66;18,5;74,46;23,08
3297;2015-02-16;0,45;27,46;17,78;75,11;22,62
3298;2015-02-17;0,5;28,55;17,45;76,11;23,0
3299;2015-02-18;1,83;29,35;18,61;76,51;23,98
3300;2015-02-19;2,39;27,96;19,73;84,47;23,84
3301;2015-02-20;13,55;26,06;19,09;85,19;22,58
3302;2015-02-21;1,81;28,32;18,33;82,92;23,33
3303;2015-02-22;15,19;27,32;19,75;87,04;23,53
3304;2015-02-23;12,65;27,98;19,08;85,22;23,53
3305;2015-02-24;5,1;29,32;18,79;82,33;24,05
3306;2015-02-25;2,06;30,26;18,38;79,09;24,32
3307;2015-02-26;10,21;29,2;19,53;83,74;24,36
3308;2015-02-27;4,29;28,41;19,42;83,4;23,92
3309;2015-02-28;2,59;27,69;17,54;74,4;22,62
3310;2015-03-01;0,05;29,05;17,5;74,86;23,27
3311;2015-03-02;5,65;29,57;19,16;76,19;24,36
3312;2015-03-03;0,69;31,61;20,08;76,11;25,84
3313;2015-03-04;3,22;29,87;20,75;82,24;25,31
3314;2015-03-05;9,6;29,04;20,88;85,73;24,96
3315;2015-03-06;1,86;28,77;20,15;81,7;24,46
3316;2015-03-07;1,01;28,77;18,42;76,91;23,6
3317;2015-03-08;0,28;29,66;17,65;77,35;23,65
3318;2015-03-09;1,96;29,45;19,25;79,15;24,35
3319;2015-03-10;4,33;27,41;19,67;82,62;23,54
3320;2015-03-11;5,41;27,72;17,84;79,19;22,78
3321;2015-03-12;0,32;28,29;16,82;75,34;22,56
3322;2015-03-13;0,32;29,95;16,93;74,78;23,44
3323;2015-03-14;0,07;31,34;19,35;75,47;25,35
3324;2015-03-15;0,61;30,5;19,9;77,47;25,2
3325;2015-03-16;0,78;30,03;19,58;75,93;24,81
3326;2015-03-17;0,05;29,38;17,22;71,16;23,3
3327;2015-03-18;0,02;29,74;16,87;71,2;23,31
3328;2015-03-19;0,02;30,53;17,81;69,77;24,17
3329;2015-03-20;0,04;31,45;18,21;71,6;24,83
3330;2015-03-21;3,5;26,32;18,78;75,73;22,55
3331;2015-03-22;0,79;22,87;12,51;69,31;17,69
3332;2015-03-23;0,1;25,52;12,43;74,21;18,98
3333;2015-03-24;0,98;28,37;14,83;72,87;21,6
3334;2015-03-25;0,01;29,8;17,66;70,78;23,73
3335;2015-03-26;0,97;24,77;18,04;84,47;21,41
3336;2015-03-27;8,88;23,55;16,03;81,75;19,79
3337;2015-03-28;0,52;23,65;15,66;83,03;19,65
3338;2015-03-29;2,82;24,25;16,53;84,99;20,39
3339;2015-03-30;20,99;25,15;16,87;84,4;21,01
3340;2015-03-31;3,4;26,73;15,52;76,9;21,12
3341;2015-04-01;0,64;27,15;14,19;70,49;20,67
3342;2015-04-02;0,06;28,52;13,64;68,4;21,08
3343;2015-04-03;0,05;30,29;14,9;66,06;22,6
3344;2015-04-04;0,04;28,83;16,73;72,2;22,78
3345;2015-04-05;20,3;23,66;17,93;87,74;20,8
3346;2015-04-06;14,32;23,22;14,58;76,13;18,9
3347;2015-04-07;0,51;23,55;11,68;69,28;17,61
3348;2015-04-08;0,27;26,02;12,62;69,39;19,32
3349;2015-04-09;0,04;27,92;14,65;70,59;21,29
3350;2015-04-10;0,07;28,86;14,82;69,3;21,84
3351;2015-04-11;0,04;29,11;14,85;68,7;21,98
3352;2015-04-12;0,03;26,81;15,89;74,08;21,35
3353;2015-04-13;0,35;27,31;15,1;74,06;21,21
3354;2015-04-14;0,14;26,53;17,23;82,03;21,88
3355;2015-04-15;5,42;25,58;18,09;85,85;21,84
3356;2015-04-16;2,42;25,6;17,75;81,06;21,67
3357;2015-04-17;1,04;26,3;17,7;81,82;22,0
3358;2015-04-18;13,41;23,9;15,75;80,64;19,82
3359;2015-04-19;0,25;26,99;12,8;79,46;19,89
3360;2015-04-20;14,93;24,11;17,5;88,7;20,8
3361;2015-04-21;19,75;23,71;16,82;81,36;20,27
3362;2015-04-22;0,91;20,93;14,04;78,96;17,49
3363;2015-04-23;1,49;22,39;14,0;81,62;18,2
3364;2015-04-24;1,19;23,43;14,3;83,05;18,86
3365;2015-04-25;0,48;23,69;12,14;76,57;17,92
3366;2015-04-26;0,1;25,64;11,77;72,41;18,7
3367;2015-04-27;0,06;25,5;12,66;74,2;19,08
3368;2015-04-28;0,06;24,06;12,81;77,43;18,44
3369;2015-04-29;0,17;22,25;13,65;71,37;17,95
3370;2015-04-30;1,15;21,78;13,69;75,79;17,74
3371;2015-05-01;0,45;23,45;12,28;81,06;17,87
3372;2015-05-02;0,11;21,86;14,61;81,85;18,24
3373;2015-05-03;19,79;20,06;15,45;87,21;17,75
3374;2015-05-04;9,32;18,34;8,75;72,65;13,55
3375;2015-05-05;0,08;20,49;6,13;70,36;13,31
3376;2015-05-06;0,03;21,52;8,12;73,3;14,82
3377;2015-05-07;0,05;18,38;7,95;72,5;13,16
3378;2015-05-08;0,01;20,53;9,36;74,35;14,94
3379;2015-05-09;0,0;23,26;11,52;80,47;17,39
3380;2015-05-10;5,88;19,89;14,66;88,82;17,28
3381;2015-05-11;13,45;18,99;13,51;86,86;16,25
3382;2015-05-12;4,62;20,76;11,86;81,86;16,31
3383;2015-05-13;0,64;22,45;11,75;79,39;17,1
3384;2015-05-14;0,18;23,52;13,45;78,21;18,49
3385;2015-05-15;0,05;24,54;14,85;78,55;19,69
3386;2015-05-16;0,61;22,4;15,84;83,75;19,12
3387;2015-05-17;1,21;24,47;15,54;83,01;20,0
3388;2015-05-18;0,08;24,74;15,55;83,83;20,14
3389;2015-05-19;0,06;24,6;15,47;82,69;20,04
3390;2015-05-20;0,09;25,17;15,42;81,7;20,3
3391;2015-05-21;0,03;26,6;16,16;77,65;21,38
3392;2015-05-22;0,02;27,25;16,62;76,55;21,94
3393;2015-05-23;1,2;25,55;18,51;80,13;22,03
3394;2015-05-24;24,25;22,59;17,54;89,59;20,07
3395;2015-05-25;2,24;20,65;14,9;85,07;17,77
3396;2015-05-26;0,07;20,24;15,12;87,39;17,68
3397;2015-05-27;31,3;18,12;15,04;91,37;16,58
3398;2015-05-28;34,0;17,35;13,09;89,11;15,22
3399;2015-05-29;5,6;18,13;10,31;86,86;14,22
3400;2015-05-30;0,54;18,41;8,7;84,9;13,56
3401;2015-05-31;0,12;18,7;8,76;82,71;13,73
3402;2015-06-01;0,13;19,85;7,95;81,35;13,9
3403;2015-06-02;0,15;21,04;8,31;80,58;14,68
3404;2015-06-03;0,1;22,92;10,47;82,02;16,69
3405;2015-06-04;0,69;23,52;14,4;84,13;18,96
3406;2015-06-05;0,48;23,28;15,71;85,51;19,5
3407;2015-06-06;12,31;26,16;16,89;75,99;21,53
3408;2015-06-07;0,37;25,34;15,73;76,0;20,54
3409;2015-06-08;2,38;22,92;15,46;80,11;19,19
3410;2015-06-09;12,5;25,27;15,54;81,19;20,4
3411;2015-06-10;9,62;22,73;16,86;82,85;19,8
3412;2015-06-11;24,46;18,12;13,95;85,89;16,04
3413;2015-06-12;10,88;15,42;4,51;75,15;9,97
3414;2015-06-13;0,09;17,21;6,06;84,26;11,64
3415;2015-06-14;10,17;16,93;10,0;86,19;13,46
3416;2015-06-15;0,21;13,72;5,2;65,94;9,46
3417;2015-06-16;0,17;16,89;3,72;65,75;10,3
3418;2015-06-17;0,01;16,98;5,86;77,99;11,42
3419;2015-06-18;34,0;13,94;8,42;82,98;11,18
3420;2015-06-19;0,54;12,14;1,88;77,27;7,01
3421;2015-06-20;0,04;18,8;3,77;78,31;11,29
3422;2015-06-21;0,36;18,72;8,69;85,64;13,7
3423;2015-06-22;0,94;19,67;13,44;90,45;16,56
3424;2015-06-23;22,1;15,38;8,65;85,09;12,01
3425;2015-06-24;1,17;14,03;5,84;86,12;9,94
3426;2015-06-25;7,04;19,52;8,83;83,7;14,18
3427;2015-06-26;0,02;21,44;11,38;79,95;16,41
3428;2015-06-27;0,03;21,74;11,75;79,19;16,74
3429;2015-06-28;0,08;22,78;11,54;80,17;17,16
3430;2015-06-29;0,58;20,9;13,33;84,07;17,11
3431;2015-06-30;21,02;18,64;14,65;89,82;16,64
3432;2015-07-01;1,67;17,23;10,61;86,58;13,92
3433;2015-07-02;0,5;18,51;8,7;86,59;13,61
3434;2015-07-03;5,19;17,83;11,49;89,58;14,66
3435;2015-07-04;3,06;12,72;6,22;79,78;9,47
3436;2015-07-05;0,04;15,96;3,17;80,05;9,56
3437;2015-07-06;0,04;17,5;6,51;82,55;12,0
3438;2015-07-07;12,78;16,56;11,45;92,45;14,01
3439;2015-07-08;4,4;15,74;12,3;92,61;14,02
3440;2015-07-09;19,91;16,92;12,14;91,76;14,53
3441;2015-07-10;1,09;18,45;10,78;88,61;14,62
3442;2015-07-11;0,26;20,1;11,9;88,29;16,0
3443;2015-07-12;1,74;20,54;13,38;88,1;16,96
3444;2015-07-13;26,84;22,08;15,23;87,95;18,66
3445;2015-07-14;37,76;18,58;13,15;89,94;15,87
3446;2015-07-15;10,51;13,3;7,75;84,12;10,52
3447;2015-07-16;7,31;14,56;7,1;90,89;10,83
3448;2015-07-17;6,95;16,76;9,88;92,74;13,32
3449;2015-07-18;5,32;20,34;9,11;89,34;14,72
3450;2015-07-19;11,54;21,7;11,94;87,37;16,82
3451;2015-07-20;41,13;18,2;14,47;90,85;16,34
3452;2015-07-21;26,82;14,77;9,03;85,71;11,9
3453;2015-07-22;0,63;16,41;6,33;84,33;11,37
3454;2015-07-23;0,09;16,12;8,13;86,72;12,13
3455;2015-07-24;6,59;17,05;10,25;91,52;13,65
3456;2015-07-25;5,05;18,5;11,11;87,21;14,81
3457;2015-07-26;1,49;18,35;10,45;88,47;14,4
3458;2015-07-27;0,91;20,74;11,1;86,62;15,92
3459;2015-07-28;0,26;23,57;11,81;81,06;17,69
3460;2015-07-29;0,17;26,3;13,87;75,29;20,09
3461;2015-07-30;0,3;25,79;15,03;75,33;20,41
3462;2015-07-31;0,07;25,97;14,98;72,65;20,47
3463;2015-08-01;0,11;23,49;14,18;76,77;18,83
3464;2015-08-02;0,68;26,76;15,23;69,75;21,0
3465;2015-08-03;2,17;25,2;17,02;70,05;21,11
3466;2015-08-04;5,14;21,75;14,88;83,87;18,32
3467;2015-08-05;16,62;21,26;14,67;87,11;17,96
3468;2015-08-06;0,94;27,04;15,92;71,33;21,48
3469;2015-08-07;2,16;28,31;18,67;58,37;23,49
3470;2015-08-08;0,52;29,24;19,73;61,27;24,48
3471;2015-08-09;0,01;27,73;18,32;62,86;23,03
3472;2015-08-10;0,0;26,77;17,81;68,69;22,29
3473;2015-08-11;0,79;23,52;15,67;82,8;19,6
3474;2015-08-12;2,3;26,01;16,12;79,49;21,06
3475;2015-08-13;4,92;25,12;16,71;73,16;20,92
3476;2015-08-14;1,25;23,19;15,62;80,65;19,4
3477;2015-08-15;1,43;21,54;15,03;80,93;18,28
3478;2015-08-16;0,15;20,42;12,65;84,07;16,54
3479;2015-08-17;4,96;24,81;14,05;80,08;19,43
3480;2015-08-18;6,15;22,9;16,47;84,72;19,68
3481;2015-08-19;13,85;17,87;11,86;87,38;14,87
3482;2015-08-20;1,65;17,78;10,26;84,07;14,02
3483;2015-08-21;0,39;21,81;11,49;78,58;16,65
3484;2015-08-22;0,02;23,36;13,29;78,32;18,32
3485;2015-08-23;5,72;20,34;14,08;75,61;17,21
3486;2015-08-24;0,49;17,49;7,42;77,12;12,46
3487;2015-08-25;0,03;21,11;9,64;81,24;15,37
3488;2015-08-26;0,44;19,58;13,72;89,04;16,65
3489;2015-08-27;24,59;21,09;12,46;72,21;16,77
3490;2015-08-28;0,04;21,63;7,77;63,44;14,7
3491;2015-08-29;0,0;26,29;11,04;63,42;18,66
3492;2015-08-30;0,02;28,62;13,8;65,5;21,21
3493;2015-08-31;0,03;30,62;15,13;63,88;22,88
3494;2015-09-01;2,63;23,26;13,65;76,85;18,45
3495;2015-09-02;2,3;19,86;9,67;75,65;14,76
3496;2015-09-03;3,74;20,72;11,84;81,42;16,28
3497;2015-09-04;1,44;18,63;10,93;81,37;14,78
3498;2015-09-05;0,49;18,81;9,95;81,37;14,38
3499;2015-09-06;3,03;18,63;9,73;82,32;14,18
3500;2015-09-07;1,12;22,12;8,13;77,68;15,13
3501;2015-09-08;2,57;21,13;11,62;81,39;16,38
3502;2015-09-09;0,6;22,71;9,6;74,79;16,16
3503;2015-09-10;0,9;20,94;12,32;82,95;16,63
3504;2015-09-11;9,44;14,98;7,51;67,81;11,25
3505;2015-09-12;0,21;15,8;1,67;57,05;8,74
3506;2015-09-13;0,0;19,99;4,23;54,5;12,11
3507;2015-09-14;0,01;23,61;7,33;53,19;15,47
3508;2015-09-15;0,0;27,04;10,89;60,0;18,96
3509;2015-09-16;8,37;25,82;16,09;77,48;20,96
3510;2015-09-17;18,93;21,65;13,78;86,89;17,71
3511;2015-09-18;11,05;20,83;14,66;87,36;17,74
3512;2015-09-19;3,36;18,98;15,27;90,77;17,12
3513;2015-09-20;27,66;18,98;15,48;91,97;17,23
3514;2015-09-21;14,24;23,99;16,31;86,17;20,15
3515;2015-09-22;16,47;23,46;17,47;84,59;20,46
3516;2015-09-23;8,98;26,63;17,38;78,98;22,0
3517;2015-09-24;18,01;25,31;18,75;84,01;22,03
3518;2015-09-25;17,61;22,03;16,42;86,35;19,22
