;data;precipitacao_total;temp_max;temp_min;humid_media;temp_media
0;2006-01-01;10,32;28,32;19,04;78,1;23,68
1;2006-01-02;2,4;28,58;19,92;75,12;24,25
2;2006-01-03;6,48;27,8;18,24;71,87;23,02
3;2006-01-04;0,24;29,34;16,7;68,31;23,02
4;2006-01-05;0,0;28,86;17,36;61,72;23,11
5;2006-01-06;0,0;31,94;17,72;60,32;24,83
6;2006-01-07;0,0;35,48;20,44;54,77;27,96
7;2006-01-08;0,0;36,82;23,12;59,78;29,97
8;2006-01-09;7,16;33,84;21,62;69,05;27,73
9;2006-01-10;1,12;36,88;22,5;63,33;29,69
10;2006-01-11;5,36;33,8;22,8;69,97;28,3
11;2006-01-12;0,36;35,16;22,5;64,12;28,83
12;2006-01-13;18,84;30,8;21,72;76,72;26,26
13;2006-01-14;7,72;32,52;21,54;73,7;27,03
14;2006-01-15;0,04;35,66;23,2;66,33;29,43
15;2006-01-16;5,84;33,14;23,1;70,83;28,12
16;2006-01-17;6,8;23,98;19,04;75,94;21,51
17;2006-01-18;8,84;24,42;16,12;75,85;20,27
18;2006-01-19;5,4;26,36;18,7;81,86;22,53
19;2006-01-20;8,52;31,54;19,08;75,02;25,31
20;2006-01-21;5,8;29,82;21,22;76,24;25,52
21;2006-01-22;4,05;27,8;20,27;79,67;24,04
22;2006-01-23;12,0;25,45;19,7;84,39;22,58
23;2006-01-24;12,15;25,82;19,73;86,04;22,78
24;2006-01-25;9,55;29,2;20,38;78,92;24,79
25;2006-01-26;3,65;28,0;18,1;71,1;23,05
26;2006-01-27;0,0;30,18;16,8;68,17;23,49
27;2006-01-28;0,05;31,55;19,48;67,72;25,51
28;2006-01-29;0,0;32,62;19,12;64,01;25,88
29;2006-01-30;0,0;34,08;20,55;60,34;27,31
30;2006-01-31;0,0;30,18;19,15;67,22;24,66
31;2006-02-01;0,0;31,42;18,12;65,88;24,78
32;2006-02-02;0,0;33,3;19,55;64,74;26,42
33;2006-02-03;0,05;35,35;20,75;65,11;28,05
34;2006-02-04;6,7;33,65;21,75;67,24;27,7
35;2006-02-05;0,0;33,08;22,78;67,22;27,92
36;2006-02-06;1,76;29,24;21,64;73,0;25,44
37;2006-02-07;0,6;28,08;16,36;66,33;22,22
38;2006-02-08;0,0;28,42;16,66;65,43;22,54
39;2006-02-09;0,0;28,76;16,58;63,67;22,67
40;2006-02-10;0,0;27,3;15,86;63,54;21,58
41;2006-02-12;0,28;29,36;16,8;69,95;23,08
42;2006-02-13;0,64;29,38;18,12;71,81;23,75
43;2006-02-14;3,92;30,62;17,16;67,77;23,89
44;2006-02-15;0,0;30,92;17,86;66,18;24,39
45;2006-02-16;0,72;28,26;20,8;76,65;24,53
46;2006-02-17;1,64;30,94;18,98;73,88;24,96
47;2006-02-18;0,04;30,38;18,84;68,07;24,61
48;2006-02-19;0,0;30,62;20,74;74,13;25,68
49;2006-02-20;1,4;29,74;20,98;77,52;25,36
50;2006-02-21;13,12;30,26;18,74;72,59;24,5
51;2006-02-22;0,28;30,22;18,48;67,71;24,35
52;2006-02-23;1,28;29,38;18,64;74,93;24,01
53;2006-02-24;12,6;24,72;18,9;80,04;21,81
54;2006-02-25;14,76;24,02;16,1;79,04;20,06
55;2006-03-02;1,16;27,84;20,94;81,15;24,39
56;2006-03-03;1,92;26,52;21,4;82,63;23,96
57;2006-03-04;14,24;26,68;19,74;77,65;23,21
58;2006-03-05;0,4;26,44;15,74;71,43;21,09
59;2006-03-06;0,08;28,04;15,62;68,14;21,83
60;2006-03-07;0,04;29,62;15,82;63,83;22,72
61;2006-03-08;0,0;32,42;17,2;59,45;24,81
62;2006-03-09;3,6;31,16;20,02;65,01;25,59
63;2006-03-10;3,92;26,76;17,44;64,03;22,1
64;2006-03-11;0,0;27,84;13,16;64,12;20,5
65;2006-03-12;0,0;30,16;17,3;63,08;23,73
66;2006-03-13;0,0;32,04;19,54;64,96;25,79
67;2006-03-14;0,6;32,64;19,96;63,74;26,3
68;2006-03-15;0,0;33,32;20,24;62,97;26,78
69;2006-03-16;0,0;34,68;20,76;62,36;27,72
70;2006-03-17;0,0;35,54;21,7;58,62;28,62
71;2006-03-18;9,36;28,02;21,2;75,94;24,61
72;2006-03-19;0,88;26,96;20,98;83,68;23,97
73;2006-03-20;7,72;29,08;20,34;80,94;24,71
74;2006-03-21;0,32;27,92;18,78;73,47;23,35
75;2006-03-22;5,56;27,38;19,28;79,69;23,33
76;2006-03-23;16,16;25,94;21,66;88,79;23,8
77;2006-03-24;18,96;29,94;20,44;77,62;25,19
78;2006-03-25;0,52;24,98;19,32;75,6;22,15
79;2006-03-26;0,4;24,28;13,94;63,6;19,11
80;2006-03-27;0,0;27,58;14,4;66,19;20,99
81;2006-03-28;3,0;26,4;17,06;77,03;21,73
82;2006-03-29;4,24;22,66;14,6;70,83;18,63
83;2006-03-30;0,04;24,72;11,92;65,32;18,32
84;2006-03-31;0,0;27,6;12,1;58,09;19,85
85;2006-04-05;0,0;29,46;19,36;72,22;24,41
86;2006-04-06;2,0;26,3;18,22;79,26;22,26
87;2006-04-07;0,04;27,7;18,68;76,61;23,19
88;2006-04-08;0,08;28,04;18,88;74,82;23,46
89;2006-04-09;17,48;24,22;17,64;79,47;20,93
90;2006-04-10;0,12;25,28;17,42;79,3;21,35
91;2006-04-11;2,56;25,28;16,32;78,4;20,8
92;2006-04-12;0,0;25,6;14,92;64,82;20,26
93;2006-04-13;0,08;26,2;15,32;69,53;20,76
94;2006-04-14;0,16;23,2;15,74;79,9;19,47
95;2006-04-15;9,84;20,58;16,26;80,32;18,42
96;2006-04-19;0,04;24,58;12,72;65,38;18,65
97;2006-04-20;0,0;26,32;14,08;63,9;20,2
98;2006-04-21;21,64;21,78;14,78;72,07;18,28
99;2006-04-22;3,36;22,22;9,22;60,55;15,72
100;2006-04-23;0,0;24,38;12,4;54,84;18,39
101;2006-04-24;0,04;26,72;11,64;59,49;19,18
102;2006-04-25;2,24;22,52;14,2;77,81;18,36
103;2006-04-26;12,4;23,1;15,2;81,18;19,15
104;2006-04-27;0,08;24,42;12,48;76,22;18,45
105;2006-04-28;0,1;24,82;12,3;69,12;18,56
106;2006-04-29;0,05;26,05;12,8;73,66;19,42
107;2006-04-30;0,0;20,82;13,84;75,6;17,33
108;2006-05-01;0,0;16,72;7,34;71,62;12,03
109;2006-05-02;0,05;16,18;7,8;74,07;11,99
110;2006-05-04;0,48;19,26;8,8;75,74;14,03
111;2006-05-08;1,36;19,3;12,52;83,88;15,91
112;2006-05-09;4,08;19,48;11,84;82,28;15,66
113;2006-05-11;0,12;19,58;10,12;79,25;14,85
114;2006-05-17;0,15;24,38;9,68;72,4;17,02
115;2006-05-18;0,04;24,88;11,6;71,9;18,24
116;2006-05-25;0,04;20,12;8,92;78,15;14,52
117;2006-05-26;0,08;22,32;10,64;78,45;16,48
118;2006-05-27;0,04;26,26;12,58;78,02;19,42
119;2006-05-28;2,12;21,54;12,9;76,23;17,22
120;2006-05-29;0,52;18,02;10,46;81,73;14,24
121;2006-05-30;21,2;18,34;12,54;87,14;15,44
122;2006-05-31;21,12;18,56;14,4;86,22;16,48
123;2006-06-01;0,24;18,88;10,06;83,35;14,47
124;2006-06-02;0,2;19,27;10,97;80,53;15,12
125;2006-06-03;9,43;19,12;13,52;76,57;16,32
126;2006-06-04;6,77;18,52;15,0;84,84;16,76
127;2006-06-05;0,3;18,08;9,15;77,58;13,62
128;2006-06-06;0,13;20,52;9,42;82,01;14,97
129;2006-06-07;0,03;25,2;11,65;81,51;18,42
130;2006-06-08;0,0;27,08;16,6;70,35;21,84
131;2006-06-09;0,03;25,48;15,7;69,79;20,59
132;2006-06-10;17,2;17,2;13,57;88,47;15,38
133;2006-06-11;7,23;14,23;8,63;80,09;11,43
134;2006-06-12;0,13;15,93;4,32;79,35;10,12
135;2006-06-13;0,13;22,05;6,47;80,27;14,26
136;2006-06-14;0,17;23,1;11,15;80,3;17,12
137;2006-06-15;0,43;20,77;15,05;82,38;17,91
138;2006-06-16;3,2;16,62;10,55;79,15;13,58
139;2006-06-17;0,07;17,0;8,78;80,09;12,89
140;2006-06-18;3,4;20,87;10,9;81,49;15,88
141;2006-06-19;0,23;25,15;12,82;76,35;18,98
142;2006-06-20;0,0;24,48;16,45;67,99;20,47
143;2006-06-21;14,17;18,92;13,83;83,38;16,38
144;2006-06-22;6,23;18,98;9,12;82,96;14,05
145;2006-06-24;0,89;23,53;13,19;81,26;18,36
146;2006-06-25;0,03;23,91;14,54;79,63;19,23
147;2006-06-26;22,94;14,87;10,24;82,56;12,56
148;2006-06-27;0,69;14,43;8,43;79,43;11,43
149;2006-06-28;0,09;14,89;5,1;78,02;9,99
150;2006-06-29;0,03;17,01;7,54;78,62;12,28
151;2006-06-30;0,14;17,57;8,34;85,17;12,96
152;2006-07-01;1,86;18,81;10,37;86,29;14,59
153;2006-07-02;0,14;17,6;11,16;91,26;14,38
154;2006-07-03;0,17;18,86;11,34;89,15;15,1
155;2006-07-04;0,26;21,09;11,09;88,4;16,09
156;2006-07-05;0,17;21,72;11,82;85,35;16,77
157;2006-07-06;0,2;22,28;12,8;85,02;17,54
158;2006-07-07;0,28;24,34;11,98;78,52;18,16
159;2006-07-08;0,03;25,61;14,29;73,36;19,95
160;2006-07-09;7,43;22,61;12,71;73,76;17,66
161;2006-07-10;0,06;16,93;6,49;72,09;11,71
162;2006-07-11;0,03;21,09;9,19;81,85;15,14
163;2006-07-12;11,8;27,67;13,04;70,41;20,36
164;2006-07-13;0,0;27,16;18,91;63,63;23,04
165;2006-07-14;8,97;19,61;13,96;87,97;16,79
166;2006-07-15;18,26;16,46;13,1;88,62;14,78
167;2006-07-16;6,86;18,73;13,6;88,62;16,16
168;2006-07-17;2,77;22,51;14,46;88,0;18,49
169;2006-07-18;0,17;23,46;14,14;84,08;18,8
170;2006-07-19;0,06;23,39;14,07;74,02;18,73
171;2006-07-20;0,0;22,8;11,07;71,99;16,94
172;2006-07-21;0,06;25,51;13,41;69,49;19,46
173;2006-07-22;0,0;27,23;15,71;60,64;21,47
174;2006-07-23;0,0;24,13;15,1;70,51;19,61
175;2006-07-24;1,71;18,84;13,19;84,27;16,01
176;2006-07-25;6,03;20,17;14,8;92,56;17,49
177;2006-07-26;13,03;20,24;16,81;90,01;18,53
178;2006-07-27;17,03;21,83;16,24;86,67;19,04
179;2006-07-28;5,27;20,33;11,52;71,78;15,92
180;2006-07-29;1,23;12,61;6,64;68,27;9,63
181;2006-07-30;0,3;10,53;1,37;69,82;5,95
182;2006-07-31;0,0;11,28;0,97;72,27;6,12
183;2006-08-01;0,07;12,65;2,13;71,83;7,39
184;2006-08-02;0,03;14,12;2,4;73,04;8,26
185;2006-08-03;0,03;15,45;5,17;80,95;10,31
186;2006-08-04;0,07;17,83;8,4;87,3;13,12
187;2006-08-05;0,03;21,23;11,43;86,01;16,33
188;2006-08-06;5,57;19,62;13,52;87,67;16,57
189;2006-08-07;2,27;25,57;13,73;78,58;19,65
190;2006-08-08;0,03;26,4;14,97;69,17;20,68
191;2006-08-09;0,16;27,26;17,26;64,56;22,26
192;2006-08-10;17,37;19,78;10,88;78,32;15,33
193;2006-08-11;3,63;19,68;10,62;84,72;15,15
194;2006-08-12;18,0;25,36;12,66;80,33;19,01
195;2006-08-13;0,4;27,28;17,1;77,39;22,19
196;2006-08-14;1,68;26,76;17,36;75,68;22,06
197;2006-08-15;4,8;14,8;7,7;81,77;11,25
198;2006-08-16;0,0;14,5;6,6;74,08;10,55
199;2006-08-17;4,27;15,3;7,53;85,62;11,42
200;2006-08-18;1,5;15,18;8,88;82,72;12,03
201;2006-08-19;0,13;15,85;5,27;71,18;10,56
202;2006-08-20;0,17;14,83;7,27;67,05;11,05
203;2006-08-21;0,03;12,2;2,05;66,33;7,12
204;2006-08-22;0,07;17,0;2,12;64,85;9,56
205;2006-08-23;0,0;22,4;6,78;54,01;14,59
206;2006-08-24;0,0;24,05;10,1;60,04;17,08
207;2006-08-25;0,03;25,95;11,48;62,26;18,72
208;2006-08-26;2,87;22,58;15,13;77,69;18,86
209;2006-08-27;10,1;17,12;11,7;78,08;14,41
210;2006-08-28;0,07;14,47;4,35;64,46;9,41
211;2006-08-29;0,0;15,73;4,67;61,1;10,2
212;2006-08-30;0,0;17,9;6,03;70,78;11,97
213;2006-08-31;5,4;19,95;10,13;80,96;15,04
214;2006-09-01;0,63;19,44;11,53;88,85;15,49
215;2006-09-02;13,23;17,16;11,16;87,68;14,16
216;2006-09-03;1,8;13,77;5,36;64,38;9,56
217;2006-09-04;0,06;12,01;3,39;63,29;7,7
218;2006-09-05;0,14;13,19;2,16;65,47;7,67
219;2006-09-06;0,06;15,44;2,37;68,97;8,91
220;2006-09-07;0,06;19,1;6,8;68,52;12,95
221;2006-09-08;0,0;21,04;9,91;74,88;15,48
222;2006-09-09;19,51;20,37;13,5;80,85;16,94
223;2006-09-10;0,37;22,76;9,79;73,74;16,27
224;2006-09-11;0,0;29,11;14,1;70,48;21,61
225;2006-09-12;0,0;26,77;17,01;75,82;21,89
226;2006-09-13;11,46;17,2;11,33;85,06;14,26
227;2006-09-14;15,66;19,19;12,06;85,74;15,62
228;2006-09-15;28,17;20,87;13,69;81,88;17,28
229;2006-09-16;3,63;18,93;8,8;61,71;13,86
230;2006-09-17;0,0;20,99;9,23;72,36;15,11
231;2006-09-18;0,03;23,27;11,24;75,61;17,26
232;2006-09-19;0,09;23,81;12,91;76,13;18,36
233;2006-09-20;9,57;19,69;14,1;85,32;16,89
234;2006-09-21;3,26;20,11;13,21;84,86;16,66
235;2006-09-22;0,11;24,14;12,69;79,39;18,41
236;2006-09-23;0,49;21,26;14,06;71,02;17,66
237;2006-09-24;0,14;17,29;7,59;66,1;12,44
238;2006-09-25;0,03;19,91;6,84;66,76;13,38
239;2006-09-26;0,03;22,3;9,59;61,86;15,94
240;2006-09-27;0,0;23,09;13,06;68,72;18,08
241;2006-09-28;4,65;21,05;15,8;77,87;18,42
242;2006-09-29;1,45;20,82;10,82;73,14;15,82
243;2006-09-30;0,0;23,69;11,4;69,82;17,54
244;2006-10-01;0,0;23,81;14,52;76,42;19,17
245;2006-10-02;1,64;25,56;15,02;77,66;20,29
246;2006-10-03;0,07;26,29;16,1;77,31;21,19
247;2006-10-04;0,18;25,28;17,9;80,6;21,59
248;2006-10-05;21,86;21,74;16,76;85,01;19,25
249;2006-10-06;7,1;20,86;10,08;70,63;15,47
250;2006-10-07;0,0;21,47;11,74;76,37;16,6
251;2006-10-08;0,02;22,71;11,62;70,37;17,16
252;2006-10-09;0,02;27,37;12,43;71,34;19,9
253;2006-10-10;0,02;30,51;17,13;75,01;23,82
254;2006-10-11;26,76;24,93;17,8;84,13;21,36
255;2006-10-12;0,56;24,18;15,7;81,14;19,94
256;2006-10-13;0,7;26,84;17,45;79,54;22,15
257;2006-10-14;0,08;30,17;18,83;77,25;24,5
258;2006-10-15;26,7;23,44;18,83;86,65;21,14
259;2006-10-16;14,74;22,13;12,24;68,16;17,18
260;2006-10-17;0,0;23,89;11,63;70,7;17,76
261;2006-10-18;0,0;22,86;14,29;73,23;18,58
262;2006-10-19;5,5;22,08;14,72;76,21;18,4
263;2006-10-20;0,4;22,65;13,01;70,0;17,83
264;2006-10-21;0,0;25,0;11,35;64,6;18,18
265;2006-10-22;0,02;27,0;13,22;61,32;20,11
266;2006-10-23;0,0;28,11;15,32;64,05;21,72
267;2006-10-24;0,0;29,45;17,6;64,07;23,52
268;2006-10-25;0,0;31,68;18,82;60,39;25,25
269;2006-10-26;0,68;28,37;18,38;70,82;23,38
270;2006-10-27;0,18;24,46;13,24;65,17;18,85
271;2006-10-28;0,0;27,22;15,25;64,55;21,23
272;2006-10-29;0,0;27,98;17,29;73,45;22,64
273;2006-10-30;11,65;27,38;18,39;81,79;22,89
274;2006-10-31;8,82;25,06;19,01;84,61;22,04
275;2006-11-01;3,71;24,35;18,65;83,5;21,5
276;2006-11-02;2,47;25,63;15,73;75,19;20,68
277;2006-11-03;0,07;25,97;15,17;71,97;20,57
278;2006-11-04;0,04;23,55;14,72;72,13;19,14
279;2006-11-05;0,13;25,19;16,53;82,28;20,86
280;2006-11-06;60,47;24,37;18,32;82,2;21,35
281;2006-11-07;1,6;20,81;12,8;65,38;16,8
282;2006-11-08;0,0;21,12;9,15;62,32;15,13
283;2006-11-09;0,0;22,5;9,31;55,36;15,9
284;2006-11-10;0,0;25,25;10,47;54,54;17,86
285;2006-11-11;0,02;23,3;13,35;66,05;18,32
286;2006-11-12;0,51;24,93;13,1;66,67;19,01
287;2006-11-13;0,0;26,81;14,51;62,19;20,66
288;2006-11-14;0,02;28,8;15,75;59,34;22,27
289;2006-11-15;0,0;31,1;18,52;58,31;24,81
290;2006-11-16;0,0;31,47;19,9;66,05;25,68
291;2006-11-17;20,29;22,27;18,55;89,35;20,41
292;2006-11-18;28,96;20,17;17,7;88,15;18,94
293;2006-11-19;17,04;19,62;15,35;82,02;17,49
294;2006-11-20;6,02;24,16;13,21;74,24;18,69
295;2006-11-21;0,36;27,81;14,53;71,74;21,17
296;2006-11-22;0,0;30,13;17,64;63,11;23,88
297;2006-11-23;0,0;30,27;16,45;62,08;23,36
298;2006-11-24;0,0;29,08;19,49;76,74;24,29
299;2006-11-25;16,35;26,69;19,35;84,58;23,02
300;2006-11-26;2,58;26,65;19,66;78,34;23,16
301;2006-11-27;1,38;24,8;17,05;72,02;20,93
302;2006-11-28;4,72;25,08;17,21;79,15;21,14
303;2006-11-29;1,48;25,21;17,08;78,77;21,14
304;2006-11-30;2,15;27,34;16,07;71,19;21,7
305;2006-12-01;0,02;29,93;16,78;65,8;23,35
306;2006-12-02;0,0;30,78;18,57;62,35;24,68
307;2006-12-03;2,15;31,23;19,23;63,63;25,23
308;2006-12-04;0,0;30,09;19,83;66,97;24,96
309;2006-12-05;0,71;28,95;17,48;73,23;23,21
310;2006-12-06;8,61;26,77;18,52;76,55;22,64
311;2006-12-07;4,29;25,79;15,49;68,8;20,64
312;2006-12-08;0,01;27,85;15,63;67,45;21,74
313;2006-12-09;0,0;29,02;17,39;69,84;23,2
314;2006-12-10;0,81;29,53;17,89;65,07;23,71
315;2006-12-11;0,6;29,85;18,27;66,5;24,06
316;2006-12-12;0,0;31,8;18,9;63,74;25,35
317;2006-12-13;1,47;29,37;20,01;67,55;24,69
318;2006-12-14;0,15;33,19;19,91;69,81;26,55
319;2006-12-15;8,99;32,6;19,53;74,04;26,06
320;2006-12-16;0,01;33,35;21,07;71,01;27,21
321;2006-12-17;0,03;34,33;22,18;71,09;28,26
322;2006-12-18;13,25;29,63;21,68;83,17;25,65
323;2006-12-19;9,4;29,51;20,47;84,95;24,99
324;2006-12-20;11,39;28,08;20,91;85,37;24,49
325;2006-12-21;10,33;27,37;17,83;80,41;22,6
326;2006-12-22;0,01;29,3;18,16;77,24;23,73
327;2006-12-27;0,03;28,7;15,39;67,59;22,04
328;2006-12-28;0,01;30,41;17,15;66,55;23,78
329;2006-12-29;0,0;31,19;19,88;73,29;25,54
330;2006-12-30;2,16;31,75;20,41;73,41;26,08
331;2006-12-31;2,73;31,74;20,29;71,71;26,01
332;2007-01-01;0,04;31,79;20,29;70,29;26,04
333;2007-01-02;0,0;31,77;21,29;70,75;26,53
334;2007-01-03;3,16;29,84;21,86;82,73;25,85
335;2007-01-04;14,44;29,04;21,18;85,91;25,11
336;2007-01-05;13,53;29,74;21,09;82,95;25,42
337;2007-01-06;1,28;27,58;19,09;76,6;23,34
338;2007-01-07;0,09;27,82;16,54;72,69;22,18
339;2007-01-08;0,09;27,94;18,36;73,58;23,15
340;2007-01-09;0,02;31,38;18,52;74,12;24,95
341;2007-01-10;0,61;32,75;21,03;76,22;26,89
342;2007-01-11;10,48;29,46;21,59;85,79;25,53
343;2007-01-12;11,48;28,95;21,04;83,03;24,99
344;2007-01-13;2,06;31,15;18,55;69,1;24,85
345;2007-01-14;0,01;26,65;16,31;65,88;21,48
346;2007-01-15;0,0;27,14;14,31;65,32;20,73
347;2007-01-16;0,01;27,18;14,14;63,57;20,66
348;2007-01-17;0,01;28,11;18,0;72,36;23,06
349;2007-01-18;9,82;28,41;18,53;79,89;23,47
350;2007-01-19;3,84;30,06;18,34;78,28;24,2
351;2007-01-20;14,84;24,45;17,44;84,98;20,94
352;2007-01-21;5,4;25,3;15,24;74,84;20,27
353;2007-01-22;0,01;28,05;15,35;73,64;21,7
354;2007-01-23;0,27;31,88;18,56;73,26;25,22
355;2007-01-24;0,51;31,96;20,55;72,86;26,26
356;2007-01-25;0,02;31,77;21,19;76,21;26,48
357;2007-01-26;9,56;27,87;21,16;84,74;24,51
358;2007-01-27;9,4;31,09;21,06;81,33;26,08
359;2007-01-28;1,14;27,59;20,59;83,3;24,09
360;2007-01-29;12,89;25,97;18,96;84,18;22,46
361;2007-01-30;2,61;28,91;18,48;78,7;23,69
362;2007-01-31;0,96;29,42;18,36;76,52;23,89
363;2007-02-01;1,73;30,51;18,69;70,79;24,6
364;2007-02-02;0,0;31,52;18,28;62,42;24,9
365;2007-02-03;0,01;32,31;18,54;57,69;25,43
366;2007-02-04;0,01;30,37;18,77;69,03;24,57
367;2007-02-05;8,68;28,39;20,08;83,74;24,23
368;2007-02-06;20,92;30,11;19,06;77,82;24,58
369;2007-02-07;2,66;28,24;18,75;74,53;23,49
370;2007-02-08;0,92;28,45;16,54;71,09;22,5
371;2007-02-09;0,09;29,46;17,64;70,05;23,55
372;2007-02-10;0,04;29,71;19,38;75,79;24,54
373;2007-02-11;2,47;26,58;18,16;73,34;22,37
374;2007-02-12;0,45;26,5;14,45;68,68;20,47
375;2007-02-13;0,0;28,57;16,29;69,88;22,43
376;2007-02-14;0,62;29,75;18,31;73,46;24,03
377;2007-02-15;0,38;30,63;18,53;74,25;24,58
378;2007-02-16;1,24;32,92;19,42;69,17;26,17
379;2007-02-17;17,03;27,58;20,99;83,19;24,29
380;2007-02-18;12,27;23,33;14,84;76,9;19,09
381;2007-02-19;1,18;24,31;14,13;77,22;19,22
382;2007-02-20;4,4;25,89;17,09;82,81;21,49
383;2007-02-21;1,32;27,64;18,64;82,7;23,14
384;2007-02-22;2,31;28,52;21,21;86,69;24,86
385;2007-02-23;18,73;27,84;20,49;90,23;24,17
386;2007-02-24;32,74;29,42;20,32;86,78;24,87
387;2007-02-25;12,2;31,4;19,92;80,42;25,66
388;2007-02-26;1,23;31,08;20,49;77,13;25,79
389;2007-02-27;2,31;31,64;20,36;73,32;26,0
390;2007-02-28;4,77;29,88;20,67;80,76;25,28
391;2007-03-01;2,87;31,82;21,29;76,12;26,55
392;2007-03-02;22,42;27,47;19,53;88,18;23,5
393;2007-03-03;13,52;24,1;19,13;88,25;21,61
394;2007-03-04;5,48;30,48;19,73;82,22;25,1
395;2007-03-05;8,81;29,86;21,64;83,78;25,74
396;2007-03-06;4,73;29,78;20,83;83,39;25,3
397;2007-03-07;8,2;29,92;20,63;82,0;25,28
398;2007-03-08;4,19;32,02;20,82;74,95;26,42
399;2007-03-09;14,37;28,79;20,16;84,23;24,48
400;2007-03-10;14,0;24,26;17,84;83,19;21,05
401;2007-03-11;3,91;26,42;15,6;76,43;21,01
402;2007-03-12;0,04;28,0;15,72;77,82;21,86
403;2007-03-13;8,01;28,76;17,98;81,99;23,37
404;2007-03-14;0,26;29,56;19,16;81,02;24,36
405;2007-03-15;3,36;27,88;20,56;83,46;24,22
406;2007-03-16;1,53;26,99;18,66;81,92;22,83
407;2007-03-17;2,22;23,44;17,72;85,32;20,58
408;2007-03-18;25,71;24,24;16,93;87,15;20,58
409;2007-03-19;7,96;24,26;16,3;86,95;20,28
410;2007-03-20;6,78;25,47;16,78;85,32;21,12
411;2007-03-21;3,39;26,48;17,0;83,63;21,74
412;2007-03-22;0,73;28,78;18,41;80,19;23,6
413;2007-03-23;0,02;30,47;19,56;76,29;25,02
414;2007-03-24;0,59;26,99;18,86;80,75;22,92
415;2007-03-25;1,33;26,26;19,16;86,02;22,71
416;2007-03-26;3,53;27,92;19,76;84,07;23,84
417;2007-03-27;7,41;31,55;19,09;76,49;25,32
418;2007-03-28;2,85;31,07;20,9;77,44;25,99
419;2007-03-29;2,83;31,17;20,94;79,04;26,06
420;2007-03-30;0,04;33,49;22,09;73,72;27,79
421;2007-03-31;3,44;28,07;20,37;82,4;24,22
422;2007-04-01;5,23;25,99;19,94;84,86;22,97
423;2007-04-02;2,27;28,48;19,78;84,2;24,13
424;2007-04-03;11,58;26,29;19,37;87,58;22,82
425;2007-04-04;10,96;26,5;17,88;82,93;22,19
426;2007-04-05;1,92;25,44;16,28;80,52;20,86
427;2007-04-06;0,63;24,7;16,34;80,96;20,52
428;2007-04-07;2,19;24,16;18,02;84,31;21,09
429;2007-04-08;15,31;23,44;16,72;86,84;20,08
430;2007-04-09;3,34;22,79;14,78;80,17;18,78
431;2007-04-10;0,16;25,57;12,51;75,98;19,04
432;2007-04-11;0,06;27,84;14,9;75,33;21,37
433;2007-04-12;5,19;23,06;16,29;78,5;19,68
434;2007-04-13;0,45;23,98;11,61;73,41;17,8
435;2007-04-14;1,2;23,41;15,66;84,61;19,54
436;2007-04-15;14,84;26,32;17,62;85,24;21,98
437;2007-04-16;0,64;27,46;18,02;85,0;22,74
438;2007-04-17;0,08;28,96;18,38;81,77;23,66
439;2007-04-18;0,07;29,3;18,29;78,38;23,8
440;2007-04-19;0,12;29,21;18,38;75,77;23,8
441;2007-04-20;0,02;30,21;18,58;74,5;24,4
442;2007-04-21;0,05;29,69;18,93;76,78;24,31
443;2007-04-22;1,65;29,64;18,92;75,1;24,28
444;2007-04-23;0,02;29,96;18,36;72,95;24,16
445;2007-04-24;7,31;24,52;18,92;87,13;21,72
446;2007-04-25;11,8;20,76;17,79;92,33;19,27
447;2007-04-26;16,39;19,1;13,93;86,4;16,52
448;2007-04-27;0,76;17,14;7,4;74,18;12,27
449;2007-04-28;0,03;20,52;7,28;75,53;13,9
450;2007-04-29;0,08;23,33;10,56;79,25;16,95
451;2007-04-30;0,14;24,81;11,16;74,84;17,99
452;2007-05-01;0,08;26,44;13,55;77,81;19,99
453;2007-05-02;12,48;22,64;16,92;89,97;19,78
454;2007-05-03;7,05;21,83;16,26;88,19;19,04
455;2007-05-04;0,98;25,82;16,18;81,12;21,01
456;2007-05-05;15,28;26,56;17,15;79,46;21,86
457;2007-05-06;6,07;24,98;17,36;81,63;21,17
458;2007-05-07;22,55;18,49;13,54;86,49;16,02
459;2007-05-08;6,08;13,76;6,56;74,51;10,16
460;2007-05-09;0,08;14,07;4,16;76,36;9,11
461;2007-05-10;0,18;18,42;5,56;80,04;11,98
462;2007-05-11;0,09;21,19;10,0;76,34;15,6
463;2007-05-12;0,32;19,58;10,43;77,39;15,01
464;2007-05-13;0,34;14,25;8,03;90,09;11,14
465;2007-05-14;18,19;17,3;9,1;90,32;13,2
466;2007-05-15;0,96;20,66;10,09;85,36;15,38
467;2007-05-16;14,88;17,9;12,75;88,98;15,33
468;2007-05-17;17,99;15,26;7,13;80,2;11,19
469;2007-05-18;2,64;14,7;5,98;82,58;10,34
470;2007-05-19;0,08;17,88;6,51;75,49;12,19
471;2007-05-20;0,03;20,89;8,09;82,96;14,49
472;2007-05-21;16,21;19,37;12,41;90,29;15,89
473;2007-05-22;3,84;18,28;13,67;91,58;15,98
474;2007-05-23;4,54;14,67;8,82;83,63;11,75
475;2007-05-24;0,82;13,13;3,68;78,96;8,41
476;2007-05-25;0,07;16,33;3,04;76,4;9,69
477;2007-05-26;0,06;18,15;4,66;76,02;11,4
478;2007-05-27;0,07;17,25;6,68;79,11;11,96
479;2007-05-28;0,03;12,43;6,28;77,22;9,35
480;2007-05-29;0,01;9,63;0,46;76,65;5,05
