id;tipo;produto;ano;Total
10;SUCO;Suco de uva integral;2018;34367996
11;SUCO;Suco de uva concentrado;2018;31099910
12;SUCO;Suco de uva adoçado;2018;0
13;SUCO;Suco de uva orgânico;2018;0
14;SUCO;Suco de uva reconstituído;2018;0
16;DERIVADOS;Espumante;2018;68500
17;DERIVADOS;Espumante moscatel;2018;326200
18;DERIVADOS;Base espumante;2018;0
19;DERIVADOS;Base espumante moscatel;2018;1320650
20;DERIVADOS;Base Champenoise champanha;2018;228518
21;DERIVADOS;Base Charmat champanha;2018;1746540
22;DERIVADOS;Bebida de uva;2018;0
23;DERIVADOS;Polpa de uva;2018;2112683
24;DERIVADOS;Mosto simples;2018;88910980
25;DERIVADOS;Mosto concentrado;2018;0
26;DERIVADOS;Mosto de uva com bagaço;2018;0
27;DERIVADOS;Mosto dessulfitado;2018;0
28;DERIVADOS;Mistelas;2018;2000
29;DERIVADOS;Néctar de uva;2018;0
30;DERIVADOS;Licorosos;2018;0
31;DERIVADOS;Compostos;2018;0
32;DERIVADOS;Jeropiga;2018;0
33;DERIVADOS;Filtrado;2018;0
34;DERIVADOS;Frisante;2018;0
35;DERIVADOS;Vinho leve;2018;8000
36;DERIVADOS;Vinho licoroso;2018;124303
37;DERIVADOS;Brandy;2018;0
38;DERIVADOS;Destilado;2018;680
39;DERIVADOS;Bagaceira;2018;2100
40;DERIVADOS;Licor de bagaceira;2018;0
41;DERIVADOS;Vinagre;2018;25367
42;DERIVADOS;Borra líquida;2018;255100
43;DERIVADOS;Borra seca;2018;70480
44;DERIVADOS;Vinho Composto;2018;0
45;DERIVADOS;Pisco;2018;0
46;DERIVADOS;Vinho orgânico;2018;0
47;DERIVADOS;Espumante orgânico;2018;0
48;DERIVADOS;Destilado alcoólico simples de bagaceira ;2018;0
49;DERIVADOS;Vinho acidificado ;2018;0
50;DERIVADOS;Mosto parcialmente fermentado ;2018;0
51;DERIVADOS;Outros derivados;2018;0
2;VINHO DE MESA;Tinto;2019;121045115
3;VINHO DE MESA;Branco;2019;22032828
4;VINHO DE MESA;Rosado;2019;1551794
6;VINHO FINO DE MESA (VINÍFERA);Tinto;2019;17389377
7;VINHO FINO DE MESA (VINÍFERA);Branco;2019;18193055
8;VINHO FINO DE MESA (VINÍFERA);Rosado;2019;2032990
10;SUCO;Suco de uva integral;2019;50239767
11;SUCO;Suco de uva concentrado;2019;26861009
12;SUCO;Suco de uva adoçado;2019;120320
13;SUCO;Suco de uva orgânico;2019;0
14;SUCO;Suco de uva reconstituído;2019;584256
16;DERIVADOS;Espumante;2019;52176
17;DERIVADOS;Espumante moscatel;2019;515800
18;DERIVADOS;Base espumante;2019;0
19;DERIVADOS;Base espumante moscatel;2019;1962443
20;DERIVADOS;Base Champenoise champanha;2019;274903
21;DERIVADOS;Base Charmat champanha;2019;1188095
22;DERIVADOS;Bebida de uva;2019;0
23;DERIVADOS;Polpa de uva;2019;1480269
24;DERIVADOS;Mosto simples;2019;135614344
25;DERIVADOS;Mosto concentrado;2019;0
26;DERIVADOS;Mosto de uva com bagaço;2019;645816
27;DERIVADOS;Mosto dessulfitado;2019;1000
28;DERIVADOS;Mistelas;2019;3000
29;DERIVADOS;Néctar de uva;2019;32519
30;DERIVADOS;Licorosos;2019;0
31;DERIVADOS;Compostos;2019;0
32;DERIVADOS;Jeropiga;2019;0
33;DERIVADOS;Filtrado;2019;0
34;DERIVADOS;Frisante;2019;0
35;DERIVADOS;Vinho leve;2019;0
36;DERIVADOS;Vinho licoroso;2019;99485
37;DERIVADOS;Brandy;2019;0
38;DERIVADOS;Destilado;2019;0
39;DERIVADOS;Bagaceira;2019;10495
40;DERIVADOS;Licor de bagaceira;2019;1507
41;DERIVADOS;Vinagre;2019;76096
42;DERIVADOS;Borra líquida;2019;901431
43;DERIVADOS;Borra seca;2019;25996
44;DERIVADOS;Vinho Composto;2019;0
45;DERIVADOS;Pisco;2019;3372
46;DERIVADOS;Vinho orgânico;2019;0
47;DERIVADOS;Espumante orgânico;2019;0
48;DERIVADOS;Destilado alcoólico simples de bagaceira ;2019;0
49;DERIVADOS;Vinho acidificado ;2019;0
50;DERIVADOS;Mosto parcialmente fermentado ;2019;0
51;DERIVADOS;Outros derivados;2019;0
2;VINHO DE MESA;Tinto;2020;103916391
3;VINHO DE MESA;Branco;2020;19568734
4;VINHO DE MESA;Rosado;2020;715289
6;VINHO FINO DE MESA (VINÍFERA);Tinto;2020;15451883
7;VINHO FINO DE MESA (VINÍFERA);Branco;2020;15487915
8;VINHO FINO DE MESA (VINÍFERA);Rosado;2020;1576888
10;SUCO;Suco de uva integral;2020;40718523
11;SUCO;Suco de uva concentrado;2020;27963865
12;SUCO;Suco de uva adoçado;2020;107289
13;SUCO;Suco de uva orgânico;2020;471610
14;SUCO;Suco de uva reconstituído;2020;0
16;DERIVADOS;Espumante;2020;32399
17;DERIVADOS;Espumante moscatel;2020;689139
18;DERIVADOS;Base espumante;2020;0
19;DERIVADOS;Base espumante moscatel;2020;3006705
20;DERIVADOS;Base Champenoise champanha;2020;200777
21;DERIVADOS;Base Charmat champanha;2020;2487939
22;DERIVADOS;Bebida de uva;2020;0
23;DERIVADOS;Polpa de uva;2020;1803472
24;DERIVADOS;Mosto simples;2020;80355474
25;DERIVADOS;Mosto concentrado;2020;0
26;DERIVADOS;Mosto de uva com bagaço;2020;3078256
27;DERIVADOS;Mosto dessulfitado;2020;5000
28;DERIVADOS;Mistelas;2020;0
29;DERIVADOS;Néctar de uva;2020;46000
30;DERIVADOS;Licorosos;2020;0
31;DERIVADOS;Compostos;2020;0
32;DERIVADOS;Jeropiga;2020;2000
33;DERIVADOS;Filtrado;2020;0
34;DERIVADOS;Frisante;2020;0
35;DERIVADOS;Vinho leve;2020;0
36;DERIVADOS;Vinho licoroso;2020;48678
37;DERIVADOS;Brandy;2020;0
38;DERIVADOS;Destilado;2020;0
39;DERIVADOS;Bagaceira;2020;0
40;DERIVADOS;Licor de bagaceira;2020;5800
41;DERIVADOS;Vinagre;2020;10000
42;DERIVADOS;Borra líquida;2020;509378
43;DERIVADOS;Borra seca;2020;167587
44;DERIVADOS;Vinho Composto;2020;0
45;DERIVADOS;Pisco;2020;1000
46;DERIVADOS;Vinho orgânico;2020;18700
47;DERIVADOS;Espumante orgânico;2020;0
48;DERIVADOS;Destilado alcoólico simples de bagaceira ;2020;500
49;DERIVADOS;Vinho acidificado ;2020;65000
50;DERIVADOS;Mosto parcialmente fermentado ;2020;0
51;DERIVADOS;Outros derivados;2020;0
2;VINHO DE MESA;Tinto;2021;146075996
3;VINHO DE MESA;Branco;2021;26432799
4;VINHO DE MESA;Rosado;2021;1391200
6;VINHO FINO DE MESA (VINÍFERA);Tinto;2021;20433249
7;VINHO FINO DE MESA (VINÍFERA);Branco;2021;20867999
8;VINHO FINO DE MESA (VINÍFERA);Rosado;2021;2173750
10;SUCO;Suco de uva integral;2021;68038479
11;SUCO;Suco de uva concentrado;2021;32131218
12;SUCO;Suco de uva adoçado;2021;40450
13;SUCO;Suco de uva orgânico;2021;722117
14;SUCO;Suco de uva reconstituído;2021;0
16;DERIVADOS;Espumante;2021;70091
17;DERIVADOS;Espumante moscatel;2021;11950
18;DERIVADOS;Base espumante;2021;5475049
19;DERIVADOS;Base espumante moscatel;2021;5549471
20;DERIVADOS;Base Champenoise champanha;2021;0
21;DERIVADOS;Base Charmat champanha;2021;0
22;DERIVADOS;Bebida de uva;2021;2000
23;DERIVADOS;Polpa de uva;2021;1180578
24;DERIVADOS;Mosto simples;2021;153579926
25;DERIVADOS;Mosto concentrado;2021;0
26;DERIVADOS;Mosto de uva com bagaço;2021;618764
27;DERIVADOS;Mosto dessulfitado;2021;1532000
28;DERIVADOS;Mistelas;2021;2500
29;DERIVADOS;Néctar de uva;2021;18187
30;DERIVADOS;Licorosos;2021;0
31;DERIVADOS;Compostos;2021;0
32;DERIVADOS;Jeropiga;2021;3540
33;DERIVADOS;Filtrado;2021;0
34;DERIVADOS;Frisante;2021;1390
35;DERIVADOS;Vinho leve;2021;0
36;DERIVADOS;Vinho licoroso;2021;30000
37;DERIVADOS;Brandy;2021;120
38;DERIVADOS;Destilado;2021;0
39;DERIVADOS;Bagaceira;2021;12060
40;DERIVADOS;Licor de bagaceira;2021;0
41;DERIVADOS;Vinagre;2021;7500
42;DERIVADOS;Borra líquida;2021;116450
43;DERIVADOS;Borra seca;2021;16789
44;DERIVADOS;Vinho Composto;2021;160000
45;DERIVADOS;Pisco;2021;0
46;DERIVADOS;Vinho orgânico;2021;93884
47;DERIVADOS;Espumante orgânico;2021;2412
48;DERIVADOS;Destilado alcoólico simples de bagaceira ;2021;3000
49;DERIVADOS;Vinho acidificado ;2021;0
50;DERIVADOS;Mosto parcialmente fermentado ;2021;543510
51;DERIVADOS;Outros derivados;2021;322
2;VINHO DE MESA;Tinto;2022;162844214
3;VINHO DE MESA;Branco;2022;30198430
4;VINHO DE MESA;Rosado;2022;1988968
6;VINHO FINO DE MESA (VINÍFERA);Tinto;2022;24417918
7;VINHO FINO DE MESA (VINÍFERA);Branco;2022;20896613
8;VINHO FINO DE MESA (VINÍFERA);Rosado;2022;2197265
10;SUCO;Suco de uva integral;2022;35248305
11;SUCO;Suco de uva concentrado;2022;29892550
12;SUCO;Suco de uva adoçado;2022;79130
13;SUCO;Suco de uva orgânico;2022;589094
14;SUCO;Suco de uva reconstituído;2022;0
16;DERIVADOS;Espumante;2022;70759
17;DERIVADOS;Espumante moscatel;2022;27200
18;DERIVADOS;Base espumante;2022;0
19;DERIVADOS;Base espumante moscatel;2022;6308043
20;DERIVADOS;Base Champenoise champanha;2022;1146717
21;DERIVADOS;Base Charmat champanha;2022;4078766
22;DERIVADOS;Bebida de uva;2022;0
23;DERIVADOS;Polpa de uva;2022;387886
24;DERIVADOS;Mosto simples;2022;126048241
25;DERIVADOS;Mosto concentrado;2022;0
26;DERIVADOS;Mosto de uva com bagaço;2022;0
27;DERIVADOS;Mosto dessulfitado;2022;0
28;DERIVADOS;Mistelas;2022;0
29;DERIVADOS;Néctar de uva;2022;0
30;DERIVADOS;Licorosos;2022;0
31;DERIVADOS;Compostos;2022;0
32;DERIVADOS;Jeropiga;2022;5000
33;DERIVADOS;Filtrado;2022;0
34;DERIVADOS;Frisante;2022;0
35;DERIVADOS;Vinho leve;2022;0
36;DERIVADOS;Vinho licoroso;2022;67000
37;DERIVADOS;Brandy;2022;0
38;DERIVADOS;Destilado;2022;0
39;DERIVADOS;Bagaceira;2022;4998
40;DERIVADOS;Licor de bagaceira;2022;0
41;DERIVADOS;Vinagre;2022;16200
42;DERIVADOS;Borra líquida;2022;0
43;DERIVADOS;Borra seca;2022;0
44;DERIVADOS;Vinho Composto;2022;0
45;DERIVADOS;Pisco;2022;0
46;DERIVADOS;Vinho orgânico;2022;88890
47;DERIVADOS;Espumante orgânico;2022;0
48;DERIVADOS;Destilado alcoólico simples de bagaceira ;2022;4300
49;DERIVADOS;Vinho acidificado ;2022;0
50;DERIVADOS;Mosto parcialmente fermentado ;2022;0
51;DERIVADOS;Outros derivados;2022;247228
